1-1|( Inhoud )
30-2|Wat daar gesproken werd kon men niet duidelijk onderscheiden , [ @alt terwijl dewijl ] het gesprek zeer zacht gevoerd werd .
31-1|De lantaarn verspreidde een schemerachtig licht door de ruimte of stalling , doch evenwel helder genoeg , om meer nauwkeurig de personen , die zich aan deze plaats bevonden , op te nemen , en [ @alt ~hun~hunne hunne ] bewegingen gade te slaan .
32-1|Het gelaat van Casper vertoonde die ruwheid van karakter , welke men reeds [ @alt enigszins eenigszins ] uit de weinige door hem gesprokene woorden heeft kunnen opmaken .
32-2|[ @alt ~Zijn~Zijne Zijne ] [ @alt ogen oogen ] waren klein , zijn neus die alle kenmerken van 's mans neiging tot sterken drank droeg , was middelmatig , zijn mond was groot en met [ @alt brede breede ] lippen voorzien , terwijl rosachtig haar zijn schedel bedekte 't welk thans , doornat van [ @alt ~de~den den ] regen , in pieken nederhing .
32-3|[ @alt ~Zijn~Zijne Zijne ] [ @alt kleding kleeding ] bestond uit een blauw linnen kiel , een korte grijze broek , een paar wollen kousen en [ @alt grote groote ] beslijkte holsblokken .
32-4|Nadat het gesprek bij de kar [ @alt enige eenige ] [ @alt ogenblikken oogenblikken ] geduurd had , werd door de vrouw aan [ @alt de den ] [ @alt vermoedelijke vermoedelijken ] portier , een groot pak overhandigd dat zeer zwaar scheen .
32-5|Wat dit pak bevatte liet zich weldra gissen .
32-6|Dat klagend geluid , hetwelk wij reeds in [ @alt ~de~den den ] wagen gehoord hebben , deed zich ook nu weder [ @alt horen hooren ] .
32-7|De portier nam het hem toegereikte met beide handen vrij voorzichtig aan , en verdween er mede door een tot dus verre onopgemerkte zijdeur . (
33-1|4 )
34-1|De vrouw had [ @alt ~haar~hare hare ] plaats hernomen , en hoewel men haar door de schemering niet duidelijk kon opnemen , [ @alt zo zoo ] zag men toch een paar glinsterende [ @alt ogen oogen ] , in de diepe kassen verscholen , van onder een paar donkere wenkbrauwen uitkomen .
34-2|Zij scheen van middelbaren leeftijd , en was geheel in een [ @alt bruine bruinen ] mantel gehuld , waaraan [ @alt ene eene ] kap was bevestigd , die mede voor het grootste gedeelte haar hoofd en aangezicht verborgen hield .
35-1|Een aanhoudend geprevel , dat na verloop van ongeveer acht seconden , door een snelle beweging met de handen werd afgewisseld , gaf duidelijk te kennen dat zij een hoogst plechtig werk verrichtte , en zou voorzeker nog langer hebben voortgeduurd , [ @alt zo zoo ] niet de portier ware teruggekomen en Casper , die het hongerige paard inmiddels [ @alt ~de~den den ] voederzak aan [ @alt ~de~den den ] kop had gebonden , een kelk met brandewijn had aangeboden , welke eerst door [ @alt ~dezen~deze dezen ] tot op een vierde geledigd , en vervolgens met een hoofdschuddend : " Bah ! " aan de prevelende werd toegereikt .
36-1|De portier , die [ @alt ~de~den den ] kelk weder aangenomen had , sprak opnieuw [ @alt enige eenige ] onverstaanbare woorden met de vrouw ; overhandigde haar iets hetwelk men niet onderscheiden kon , en Casper vervolgens vier kronen in de hand stoppende , opende hij de [ @alt grote groote ] dubbele deur , die hij bij het binnenrijden achter het voertuig had dichtgeslagen .
37-1|" Gij zult spoed dienen te maken , om vóór het aanbreken van [ @alt ~de~den den ] dag weder te huis te zijn , " sprak hij eindelijk : " Voor zulk een tocht en met zulke wegen hadt gij voor [ @alt die dien ] [ @alt armzalige armzaligen ] knol wel wat beters kunnen nemen ! "
38-1|Om der vier kronen wille , vond Casper het geraden deze laatste aanmerking des portiers niet te beantwoorden .
38-2|" Vóór zessen zijn wij reeds aan de Roemer , " [ @alt zei zeide ] hij ; maakte toen [ @alt ~de~den den ] voederzak los ; deed het paard het bit in [ @alt ~de~den den ] bek , en dwong , met een : " Terug , Bles ! " het reeds [ @alt zozeer zoozeer ] vermoeide beest [ @alt enige eenige ] stappen achteruit te doen .
39-1|Buiten [ @alt ~de~den den ] stal gekomen , wendde hij [ @alt ~de~den den ] wagen naar de andere zijde : nam de touwen leidsels in de hand , en beklom weder het voertuig .
40-1|De portier nam de lantaarn uit [ @alt ~de~den den ] haak ; vatte het paard bij [ @alt ~de~den den ] kop , en leidde [ @alt alzo alzoo ] het voertuig opnieuw over de ruimte , door de holle poort , wier gewelven het geluid van [ @alt de den ] [ @alt rollende rollenden ] wagen weerkaatsten , tot vóór de gemelde ophaalbrug .
41-1|Dof dreunde het voertuig over de eikenhouten planken ; een [ @alt wederzijds wederzijdsch ] : " Vaarwel , " werd gewisseld , de portier haalde de klep der brug naar boven , en de hand voor het schijnsel der lantaarn houdende , zag hij de witte huif der kar langzaam in het nachtelijk duister verdwijnen . (
42-1|5 )
43-1|( Inhoud )
44-1|Tweede hoofdstuk .
45-1|Het was [ @alt ~de~den den ] 6den van Sprokkelmaand in het jaar 1608 , - dertien jaren dus na het in de vorige bladzijden vermelde nachtelijk avontuur , dat het vorstelijk 's-Gravenhage een feestelijk aanzien had .
45-2|Vlaggen wapperden van de meeste gebouwen , drukte en gewoel [ @alt heerste heerschte ] alom op straten en pleinen , rijtuigen en wagens , [ @alt mensen menschen ] te voet en te paard verdrongen elkander en joelden in bonte kleuren dooreen .
45-3|Hier zag men staatsiekoetsen , ginds vechtende jongens , elders bevallige maagden en kloeke jongelingen in feestelijk gewaad gedost , allen naar een en hetzelfde doel strevende , allen ijverende om een geschikte plaats te bekomen , ten einde datgene te aanschouwen waarnaar [ @alt ~hun~hunne hunne ] begeerte zich uitstrekte .
46-1|Was het ook al bij sommigen [ @alt blote bloote ] nieuwsgierigheid , om iets buitengewoons te zien , die hen ter [ @alt deur deure ] had uitgedreven , op de meeste aangezichten stond evenwel duidelijk een verhevener [ @alt wens wensch ] en een blijde verwachting voor de toekomst uitgedrukt .
47-1|Doch van waar die dringende volksmassa ?
47-2|Van waar die blijdschap , die drukte , die beweging ?
47-3|Wat stond er te gebeuren ?
47-4|Wat zou er voorvallen ?
48-1|Ter beantwoording dezer vragen en om [ @alt zo zoo ] mogelijk iets meer dienaangaande te weten te komen , willen wij ons liefst bij [ @alt enige eenige ] personen voegen , die in een groep bij elkander stonden .
49-1|" Drie pinten brandewijn wil ik tegen [ @alt éne ééne ] verwedden , dat hij een kop [ @alt groter grooter ] is dan onze Prins , " sprak een klein , schraal en slecht gekleed man .
50-1|" Drie pinten tegen [ @alt ene eene ] ! " herhaalde hij , uitdagende blikken om zich heen werpende , terwijl hij eindelijk meer bepaald een jonkman bleef aanzien , die even te voren het tegendeel beweerd had .
51-1|De jonkman die , naar het uitwendige te [ @alt oordelen oordeelen ] , insgelijks niet veel te verliezen had , scheen de uitdaging niet zeer gretig aan te nemen , doch hetzij om [ @alt ~zijn~zijne zijne ] nieuwsgierigheid te bevredigen , of wel om [ @alt ~zijn~zijne zijne ] bekendheid met [ @alt de den ] [ @alt bedoelde bedoelden ] persoon te kennen te geven , sprak hij na [ @alt enig eenig ] stilzwijgen :
52-1|" Ongetwijfeld echter weet ik dat de markgraaf gezetter is dan Maurits , ik heb ... . "
53-1|" Gelogen ! " viel de eerste spreker hem driftig in de rede : " Gelogen vriend !
53-2|Spinola is lang en mager , lang als Gerrit Aal uit de Wijnstok , en mager ... . "
54-1|" En mager , als Sebastiaan Bril , baardschraper uit het Scheerbekken , " viel een [ @alt forse forsche ] stem [ @alt ~de~den den ] spreker in de rede , welke laatste , op het [ @alt horen hooren ] noemen van zijn naam , zich verschrikt omwendde en achter zich de [ @alt forse forsche ] gestalte en het blozende gelaat van [ @alt ~de~den den ] waard uit de Wijnstok ontdekte .
55-1|" Gerrit !
55-2|Gerrit ! " hernam de ontstelde baardschraper , zich herstellende : " Gij [ @alt deed deedt ] beter , mij in het vervolg niet meer met uw (
56-1|6 ) [ @alt barbaarse barbaarsche ] stem te verschrikken , geloof mij , de Wijnstok zou mij voor 't laatst gezien hebben . "
57-1|" Bedaar , maat ! " hervatte de dikke waard , die huiverde bij het denkbeeld , door eigen toedoen een der beste kalanten uit zijn kroeg te verjagen : " Bedaar !
57-2|'t was niet kwaad gemeend .
57-3|- Maar drommels ! " ging hij lachende voort : " Gij bediendet u [ @alt zo zoo ] vrijpostig van [ @alt ~mijn~mijne mijne ] lengte , om mij bij [ @alt ~die~dien dien ] Spanjaard te vergelijken , dat mij evenzeer uw dunne [ @alt benen beenen ] het recht gaven , om de door u aangevangene vergelijking te voltooien . "
58-1|Op deze aanmerking van Gerrit Aal , richtten zich verscheidene [ @alt ogen oogen ] naar de dunne [ @alt enigszins eenigszins ] kromme [ @alt benen beenen ] des baardschrapers , welke in uiterst versleten hozen staken , [ @alt zodat zoodat ] zij hier en daar hun natuurlijke kleur vertoonden .
59-1|Een luid gelach was de uitwerking door deze opneming teweeggebracht , en zeker had Gerrit zijn vertoornden klant voor [ @alt altijd altoos ] verloren , had deze hem niet vertrouwelijk op [ @alt ~de~den den ] schouder geklopt en iets in het oor gefluisterd , 't welk [ @alt de den ] [ @alt kleine kleinen ] man geheel scheen te bevredigen .
59-2|Met een luid : " Fiat , Gerrit ! " scheen hij alle beleedigingen vergeten te hebben , of ten minste geneigd te zijn , er zich niet verder over te bekommeren .
60-1|" 't Zal mij dan eens wonder benieuwen , of die twee malkaar [ @alt ~de~den den ] dolk niet in de ribben zullen [ @alt stoten stooten ] ! " sprak een oud wijf met een taankleurig gelaat , hetwelk in allerlei richtingen met plooien en rimpels doorploegd was : " 't Was , " ging zij krijschende voort : " de [ @alt enige eenige ] manier , om aan alle ruzie een einde te maken , want razen en blazen zullen de kemphanen [ @alt zolang zoolang ] zij lucht in de longen hebben .
60-2|Vrede , ja ! bij [ @alt ~mijn~mijne mijne ] ziel , vrede zouden ze maken !
60-3|'t Heeft wat in , een [ @alt Spaans Spaansch ] varken schoon te krabben !
60-4|Kokend water moet er op !
60-5|Kokend water , zeg ik , en dan krabben met man en macht !
60-6|- Bah ! " reutelde zij in zich [ @alt zelf zelve ] voort , terwijl zij onze groep eensklaps verliet : " Bah ! ze zullen met zijden lappen een varken schrapen ! "
61-1|[ @alt Ondertussen Ondertusschen ] was de jonkman , [ @alt ~die~dien dien ] wij het eerst met Sebastiaan Bril in [ @alt ene eene ] woordenwisseling hebben aangetroffen , door een voorbijdringend maagdeke vriendelijk toegeknikt .
61-2|" De trein is in aantocht ! " had zij hem toegeroepen , en hem tegelijkertijd bij zijn wambuis grijpende , met zich voortgetrokken , waaraan hij , geenszins onwillig , niet [ @alt de den ] [ @alt minste minsten ] weerstand geboden had .
62-1|Werkelijk kondigde een dichte drom van [ @alt mensen menschen ] , die allen van de boschzijde kwamen aanstormen , duidelijk aan dat de [ @alt zolang zoolang ] verwachte personen weldra zouden voorbijkomen .
63-1|De jonkman , aan wien in het vervolg door het meisje [ @alt ~de~den den ] naam van Maarten gegeven werd , had met haar , weinige schreden van de plaats waar wij hem het eerst aantroffen , op een [ @alt stenen steenen ] trap van een fraai gebouw aan het einde van [ @alt ~de~den den ] Kneuterdijk gelegen , post gevat , en zag nu , [ @alt ~de~den den ] arm om haar middel geslagen , dartel koutende , met het grootste geduld de komst van [ @alt ~de~den den ] trein te gemoet .
64-1|Wij zullen de jonge lieden voor een [ @alt ogenblik oogenblik ] verlaten , om met onze Lezers , die uit het op straat verhandelde slechts gedeeltelijk de ware toedracht der zaak zullen begrepen hebben , zeer beknopt (
65-1|7 ) bij de geschiedenis van [ @alt ~die~dien dien ] dag stil te staan , en hun de oorzaak dier feestelijkheden duidelijk te maken .
66-1|Filips III , Koning van Spanje , neigde tot vrede ; verscheidene beweegredenen drongen hem hiertoe , en voorzeker wel het meest de aanzienlijke geldsommen die het krijgvoeren in de [ @alt Verenigde Vereenigde ] [ @alt Nederlandse Nederlandsche ] Gewesten aan [ @alt ~de~den den ] Spaanschen Staat kostten .
66-2|Drie [ @alt miljoen millioen ] , zesmaal honderdduizend kronen toch werden er minstens jaarlijks [ @alt vereist vereischt ] , om in de behoeften van [ @alt ~dezen~deze dezen ] krijg te blijven voorzien .
67-1|Door de ongeloofelijke dapperheid en het kloek beleid van Prins Maurits , was het [ @alt ~de~den den ] Spaanschen bevelhebber markgraaf Ambrosio Spinola bijna onmogelijk geweest , over de [ @alt stromen stroomen ] tot in het hart der [ @alt Verenigde Vereenigde ] Gewesten door te dringen , en zeker was het te voorzien , dat de weinige sterke plaatsen , welke hij genomen had , niet te houden zouden zijn , wanneer de Staten van Holland , door Frankrijk ondersteund , opnieuw tot een aanvallenden krijg , die hun vroeger [ @alt zo zoo ] wel gelukt was , mochten besluiten .
68-1|De geschillen van [ @alt ~de~den den ] Staat van Venetië met [ @alt ~de~den den ] Paus , in welke Filips zich gemengd had , dreigden hem nog bovendien met een krijg in Italië , welke onmogelijk kon gevoerd worden , [ @alt zolang zoolang ] hij niet met de Nederlanden bevredigd was .
69-1|Voorts morden de [ @alt Portugezen Portugeezen ] dat [ @alt ~hun~hunne hunne ] schepen door de [ @alt Staatsen Staatschen ] genomen , en [ @alt ~hun~hunne hunne ] volkplantingen in de Oost-Indiën vermeesterd werden [ @alt zodat zoodat ] én koophandel én zeevaart ten eenenmale bedorven werden .
70-1|Al deze krachtige redenen deden [ @alt ~de~den den ] jongen , in het oorlogen onbedreven Filips vurig naar vrede verlangen .
70-2|Reeds in het vorige jaar , 1607 , hadden de onderhandelingen een aanvang genomen , en had de aartshertog Albertus , daartoe door zijn gemalin Isabella gemachtigd , [ @alt ~de~den den ] Staten aangeboden , met hen , als met vrije volken , te onderhandelen , waarna , op [ @alt ~de~den den ] 12den van Grasmaand , een [ @alt binnenlandse binnenlandsche ] wapenschorsing gesloten werd , met [ @alt enige eenige ] bepalingen , en wel voornamelijk : dat de Koning van Spanje binnen drie maanden de [ @alt Verenigde Vereenigde ] Gewesten insgelijks voor vrije Landen zou erkennen .
71-1|Prins Maurits , hoewel aanvankelijk onwillig om met [ @alt ~de~den den ] vijand tot vredesonderhandelingen over te gaan , had zich echter door [ @alt de den ] [ @alt schrandere schranderen ] advocaat Johan van Oldenbarneveld , die op goede gronden voor [ @alt ~de~den den ] vrede ijverde , tot de ontvangst der vreemde gezanten laten overhalen .
71-2|Oorlogzuchtig van aard , koesterde de Prins echter [ @alt de den ] [ @alt heimelijke heimelijken ] [ @alt wens wensch ] , dat de onderhandelingen weldra door onoverkomelijke hinderpalen mochten verijdeld en afgebroken worden .
71-3|Zijn juiste staatkunde deed hem echter duidelijk inzien , dat hij zich [ @alt ~de~den den ] haat van vele edelen en burgers op [ @alt ~de~den den ] hals zou halen , indien hij zich openlijk en met kracht tegen een aangebodene vredesonderhandeling op billijke voorwaarden verzette .
72-1|En nu , - de [ @alt Spaanse Spaansche ] gezanten werden verwacht .
72-2|Prins Maurits was reeds een uur geleden , door [ @alt ~zijn~zijne zijne ] edelen omringd , de ambassade te gemoet getogen .
72-3|De algemeen beruchte markgraaf Ambrosio Spinola was het hoofd van het gezantschap .
72-4|Trompetgeschal liet zich (
73-1|8 ) in de verte [ @alt horen hooren ] ; de trein naderde , en geenszins was het dus te verwonderen dat aller [ @alt ogen oogen ] eensklaps naar [ @alt éne ééne ] zijde gericht werden en dat alle gesprekken , van [ @alt welke welken ] aard ook , werden gestaakt , om door een zacht gemompel te worden vervangen .
74-1|" Gij zult wél doen , Anne , een trap [ @alt hoger hooger ] te klimmen , als gij over al die hoofden wilt heen zien , " sprak Maarten halfluid tot het meisje , hetwelk , op zijn arm leunende en zich al meermalen op de [ @alt tenen teenen ] verheffende , getracht had haar hoofd boven de menigte te doen uitkomen .
74-2|Deze raad werd opgevolgd , en Maarten , die nu ook [ @alt ~zijn~zijne zijne ] plaats verliet om weder achter haar post te vatten , sloeg [ @alt ~de~den den ] arm om haar blanken hals , en beiden aanschouwden nu duidelijk , wat wij onzen lezers zullen [ @alt mededelen mededeelen ] .
75-1|Een korps hoornblazers en tamboers , door [ @alt enige eenige ] hellebaardiers voorafgegaan , opende [ @alt ~de~den den ] trein ; hierop volgde een heraut van wapenen te paard , en onmiddellijk daarna een prachtige staatsiewagen , met zes kloeke paarden bespannen , wier blinkende hoofdstellen [ @alt vrolijk vroolijk ] in de vriendelijke Februari-zon schitterden .
75-2|De wagen , waarvan de wielen tot even boven de naven door sierlijk geschilderde raderkassen overdekt waren , bevatte op de hoeken vier vergulde ijzeren staven , die een bijna koepelvormigen hemel onderschraagden , welke uit vier [ @alt panelen paneelen ] bestaande , een punt formeerde , op welke [ @alt ene eene ] grafelijke kroon bevestigd was .
75-3|Gordijnen van hemelsblauwe zijde , met gouden borduursels omzoomd , omringden [ @alt ~de~den den ] hemel , en hingen , [ @alt enigszins eenigszins ] op zijde geschoven , in sierlijk [ @alt brede breede ] plooien naar beneden .
75-4|Het inwendige der koets was geheel met rood fluweel bekleed , insgelijks met gouden boordsels afgezet , en op de portieren prijkten de wapens van het huis van Oranje .
76-1|Vier pages , op het smaakvolst uitgedost , bevonden zich achter op het rijtuig , hetwelk voorts omringd en gevolgd werd door een aantal edelen en ridders te paard .
77-1|Vóór dat wij echter met onze beschouwingen bij het vervolg van [ @alt ~de~den den ] trein stilstaan , werpen wij eerst een blik in het rijtuig zelf , en ontdekken weldra twee personen , die elkander met vele uitwendige hoffelijke gebaren levendig schijnen te onderhouden .
78-1|De een , ter linkerzijde gezeten , was middelmatig van gestalte en [ @alt enigszins eenigszins ] zwaarlijvig .
78-2|De ander , ter rechterzijde , was rijziger , doch niettemin van krachtigen lichaamsbouw .
78-3|De eerste had lichtblauwe [ @alt ogen oogen ] , waarin moed en vastberadenheid te lezen waren ; gulle openhartigheid zetelde op zijn [ @alt enigszins eenigszins ] blozend gelaat , en niet zelden speelde een ongekunstelde lach om [ @alt ~zijn~zijne zijne ] lippen ; zijn hoofdhaar was blond en een [ @alt brede breede ] baard van dezelfde kleur , omgaf [ @alt ~zijn~zijne zijne ] kaken .
78-4|De [ @alt ogen oogen ] des anderen waren donkerbruin , en werden door lange wenkbrauwen overschaduwd .
78-5|De [ @alt grote groote ] arendsneus gaf [ @alt ene eene ] buitengewone fierheid aan het gelaat , dat een meer zuidelijke tint had .
78-6|Zijn hoofdhaar was zwart , een kleine puntige baard omringde [ @alt ~zijn~zijne zijne ] spitse kin , en [ @alt forse forsche ] opgestreken knevels bedekten gedeeltelijk een [ @alt kleine kleinen ] mond , die , wanneer hij zich tot een lach vertrok , twee rijen tanden als van het blankst ivoor vertoonde .
79-1|Het waren Prins Maurits en Spinola , de twee beroemdste [ @alt veldheren veldheeren ] (
80-1|9 ) hunner eeuw , welke elkander vroeger nooit anders dan met de wapenen in de vuist hadden ontmoet , en die thans , naast elkander gezeten , in heuschheden wedijverden .
80-2|[ @alt Zoals Zooals ] wij gezegd hebben , de staatsiekoets werd omringd en gevolgd door verscheidene [ @alt Nederlandse Nederlandsche ] edelen , in wier midden zich het overige gedeelte des gezantschaps bevond , waaronder zich ook bevonden Don Juan De Mancicidor , geheimschrijver des Konings van Spanje , Joan Richardot , Raad van State onder [ @alt ~de~den den ] Aartshertog en President van [ @alt ~de~den den ] geheimen Raad , benevens de in 's-Hage reeds bekende monniken Neijen en Verreijken .
81-1|Op deze schaar van edelen en ridders te paard volgden verscheidene koetsen met twee paarden bespannen .
81-2|In de eerste dezer koetsen bemerkte men , behalve [ @alt ~de~den den ] Pensionaris en [ @alt ~de~den den ] Burgemeester der stad 's-Gravenhage , ook 's Lands Advocaat en 's Prinsen eersten raadsman , Johan van Oldenbarneveld , Heer van Berkel en Rodenrijs .
81-3|In de overige rijtuigen waren de leden van [ @alt ~de~den den ] Raad van State , volgens hun rang of ouderdom gezeten , terwijl de trein eindelijk gesloten werd door [ @alt enige eenige ] hellebaardiers in volle wapenrusting .
