id	gender	human	number	size	firstmention	mentions	label
190	n	0	pl	1	190	190	de meeste gevallen
191	n	0	sg	11	191	548,1318,1674,2411,2479,2415,1685,726,2200,442,191	de zaak
194	n	0	sg	1	194	194	den data
195	fm	1	sg	1	195	195	een gezworene
196	n	0	sg	1	196	196	een oordeel
197	n	0	sg	1	197	197	een specialiteit
199	n	0	pl	1	199	199	dusdanige gevallen
200	n	0	sg	5	200	888,2038,200,1149,654	Mijn naam
204	n	0	sg	1	204	204	een veld
205	n	0	pl	1	205	205	mijne eigen zeldzame gaven
211	n	0	sg	1	211	211	mijne methode van werken in 't geval van Jefferson Hope
213	n	0	sg	9	213	546,2244,1130,1389,213,246,2358,313,895	't geval van Jefferson Hope
214	m	1	sg	1	214	214	Jefferson Hope
220	n	0	sg	1	220	220	den titel van
221	n	0	sg	1	221	221	Een Godsgericht
222	n	0	both	1	222	222	_A Study in Scarlet_
223	n	0	sg	1	223	223	Amsterdam bij N. J. Boon
224	m	1	sg	5	224	224,225,227,228,229	N. J. Boon
226	n	0	sg	2	226	226,1407	het hoofd
230	fm	1	sg	1	230	230	u
231	n	0	sg	2	231	709,231	een bepaalde wetenschap
232	n	0	sg	1	232	232	dezelfde ongevoelige wijze
234	n	0	sg	1	234	234	een romantische tint
235	n	0	sg	1	235	235	dezelfde uitwerking
237	n	0	sg	1	237	237	een liefdeshistorie
238	n	0	sg	1	238	238	een schaking
240	fm	1	sg	1	240	240	Euclides
241	-	-	sg	1	241	241	de roman
244	n	0	pl	6	244	307,244,1012,1508,2311,743	de feiten
247	m	1	sg	11	247	258,419,260,1254,265,557,269,464,272,247,415	eene
248	-	-	sg	1	248	248	de zeldzame analytische redeneering van oorzaken
249	n	0	pl	1	249	249	oorzaken
250	fm	1	pl	1	250	250	gevolgen
251	fm	1	sg	1	251	251	mij
252	n	0	sg	1	252	252	het kluwen
257	n	0	sg	2	257	257,1731	het doel
263	n	0	sg	1	263	263	zijn egoïsme
266	n	0	sg	1	266	266	mijn vlugschrift
268	n	0	pl	1	268	268	zijne bizondere werkzaamheden
273	n	0	both	1	273	273	Baker-Street
274	n	0	sg	1	274	274	het kalm en meesterachtig uiterlijk van mijn metgezel
278	n	0	sg	1	278	278	mijn gewond been
282	n	0	sg	1	282	282	een kogel
284	n	0	sg	1	284	284	pijnlijke wijze
285	n	0	sg	2	285	285,287	mijn practijk
288	n	0	sg	1	288	288	het Vasteland
291	n	0	sg	3	291	472,1346,291	zijn oude pijp van rozeboomenhout
293	-	-	sg	1	293	293	rozeboomenhout
295	m	1	sg	1	295	295	François le Villard
296	m	1	sg	6	296	305,312,322,296,316,302	die
297	fm	1	sg	1	297	297	je
299	n	0	sg	1	299	299	den voorgrond
300	f	1	sg	63	300	1280,2433,2436,1284,648,1033,2440,2315,1035,2442,1038,2443,2320,1041,2322,2323,1044,661,2446,663,664,2447,2453,2454,2456,1309,2457,2463,2085,2088,2472,2090,300,2426,2480,1082,1083,959,963,2431,1100,1103,1109,1114,1125,1260,1262,1263,1008,2417,1265,1266,1267,1268,1014,2422,1017,1018,2427,1276,2429,1278,1279	dienst van de Fransche detectiven
301	n	0	both	1	301	301	de Fransche detectiven
303	n	0	sg	1	303	303	de Celtische kracht van snelle waarneming
304	-	-	sg	1	304	304	snelle waarneming
306	-	-	sg	2	306	306,309	de juiste beoordeeling der feiten en de algemeene kennis
310	n	0	sg	1	310	310	de hoogere ontwikkeling van zijn kunst
311	n	0	sg	2	311	2233,311	zijn kunst
314	n	0	sg	1	314	314	een testament
317	n	0	pl	1	317	317	twee gelijksoortige gevallen
318	n	0	sg	2	318	1290,318	het een te Riga in 1857
319	n	0	sg	1	319	319	Riga in 1857
320	n	0	sg	2	320	320,2506	het ander te St. Louis
321	m	1	sg	1	321	321	St. Louis
323	-	-	sg	1	323	323	de juiste oplossing
324	n	0	sg	10	324	2434,324,330,1549,1550,1294,1199,2424,1566,1567	de brief van dankbetuiging voor mijne hulp
325	n	0	sg	1	325	325	dankbetuiging voor mijne hulp
326	m	1	sg	3	326	329,331,326	mijne hulp
333	n	0	sg	1	333	333	een verfrommeld vel buitenlandsch papier
335	n	0	sg	1	335	335	blik
337	n	0	pl	1	337	337	betuigingen van bewondering van den Franschman voor
338	n	0	sg	1	338	338	bewondering van den Franschman voor
339	fm	1	sg	1	339	339	van den Franschman
342	fm	1	sg	1	342	342	een leerling
343	m	1	sg	11	343	352,357,360,363,364,371,372,373,343,346,350	zijn meester
347	n	0	sg	1	347	347	mijn hulp
353	n	0	-	1	353	353	twee van de drie eigenschappen
355	fm	1	pl	2	355	355,375	die
358	-	-	sg	1	358	358	opmerkingsen
359	n	0	sg	1	359	359	onthullings-vermogen
365	n	0	pl	1	365	365	mijne kleine werken in het Fransch
367	n	0	sg	1	367	367	het Fransch
368	n	0	pl	1	368	368	Uwe werken
369	fm	1	both	1	369	369	Uwe
370	fm	1	sg	1	370	370	gij
374	n	0	pl	1	374	374	verscheiden handschriften
376	n	0	pl	1	376	376	technische onderwerpen
377	n	0	sg	1	377	377	het onderscheid tusschen de asch van verschillende soorten tabak
378	mn	-	sg	3	378	378,388,389	tusschen de asch
379	n	0	pl	1	379	379	verschillende soorten tabak
380	fm	1	sg	1	380	380	ik
381	n	0	pl	1	381	381	een honderd veertig soorten van sigaren , cigaretten- en pijp-tabak , met gekleurde platen
382	n	0	pl	1	382	382	sigaren
383	-	-	-	1	383	383	cigaretten-
384	n	0	sg	1	384	384	pijp-tabak
385	n	0	pl	1	385	385	gekleurde platen
386	-	-	both	1	386	386	die
387	n	0	sg	1	387	387	het verschil van asch ervan
391	n	0	sg	1	391	391	dat
392	n	0	pl	1	392	392	straf-processen
393	n	0	sg	1	393	393	dat
394	n	0	sg	2	394	394,827	sleutel
395	n	0	sg	3	395	1360,395,455	het grootste belang
396	fm	1	sg	1	396	396	gij
397	n	0	sg	1	397	397	de een of andere moord
400	n	0	sg	1	400	400	een Indiaansche lunkah
401	n	0	sg	1	401	401	het terrein van uw onderzoek
402	n	0	sg	5	402	704,402,1495,636,431	uw onderzoek
403	fm	1	both	1	403	403	uw
404	n	0	sg	1	404	404	het geoefend oog
406	-	-	sg	1	406	406	de zwarte asch van een Trichinopoly
407	n	0	sg	1	407	407	een Trichinopoly
408	n	0	sg	1	408	408	de witte van een Havana
409	n	0	sg	1	409	409	een Havana
413	n	0	sg	1	413	413	een aardappel
414	fm	1	sg	1	414	414	Gij
416	n	0	sg	2	416	416,465	zeldzame gave van opmerken
418	fm	1	sg	4	418	449,418,452,421	Ik
420	n	0	sg	4	420	1272,1396,420,1271	mijn handschrift
422	n	0	pl	1	422	422	voetstappen
423	n	0	pl	1	423	423	eenige opmerkingen omtrent het toepassen van de Parijsche pleisters
424	n	0	pl	1	424	424	de Parijsche pleisters
425	n	0	both	1	425	425	Parijsche
426	-	-	sg	1	426	426	bewaarster der indrukken
427	n	0	pl	1	427	427	der indrukken
428	fm	1	both	3	428	450,428,437	gij
429	n	0	sg	2	429	1434,429	een klein curieus boek
432	n	0	sg	1	432	432	een vorm van de hand
433	n	0	sg	10	433	740,837,2438,1092,1001,1293,433,1973,602,1307	de hand
434	n	0	pl	1	434	434	afbeeldingen van handen
435	n	0	pl	5	435	2178,435,1961,669,975	handen
436	-	-	sg	1	436	436	leidekkers
438	-	-	sg	1	438	438	kurksnijders
439	-	-	pl	1	439	439	loodwerkers
440	fm	1	pl	1	440	440	wevers
441	-	-	sg	1	441	441	diamantslijpers
443	n	0	sg	1	443	443	groot practisch belang voor den
445	n	0	pl	1	445	445	gevallen van onopgevraagde
446	m	1	sg	15	446	481,487,491,460,492,523,527,530,468,500,470,533,473,476,446	onopgevraagde
447	n	0	pl	1	447	447	der vroegere antecedenten van misdadigers
448	fm	1	pl	1	448	448	misdadigers
451	n	0	sg	1	451	451	mijn gebabbel
457	n	0	sg	2	457	457,1395	de gelegenheid
458	n	0	sg	1	458	458	uwe toepassing ervan
459	fm	1	both	1	459	459	uwe
461	fm	1	both	1	461	461	spraakt zooeven van opmerking en gevolgtrekking
462	n	0	sg	4	462	497,475,462,499	opmerking
466	-	-	sg	2	466	466,1291	de andere
467	n	0	sg	1	467	467	geringe mate
469	n	0	sg	1	469	469	zijn armstoel
471	n	0	pl	1	471	471	dikke , blauwe rookwolken uit zijn pijp
474	n	0	sg	2	474	474,762	voorbeeld
478	n	0	sg	3	478	507,541,478	het Postkantoor in de Wigmore Street
479	n	0	both	3	479	508,1884,479	de Wigmore Street
483	n	0	sg	2	483	483,526	een telegram
488	n	0	sg	1	488	488	een plotseling opkomende gedachte van mij
493	n	0	sg	1	493	493	mijne verbazing
495	fm	1	sg	2	495	501,495	u
502	n	0	sg	1	502	502	de zool van uw schoen
503	-	-	sg	1	503	503	uw schoen
504	fm	1	both	1	504	504	uw
505	n	0	sg	1	505	505	roode modder
506	m	1	sg	3	506	506,517,1658	roode
509	fm	1	sg	5	509	512,513,514,860,509	de straat
510	n	0	sg	6	510	866,516,518,519,510,511	aarde
515	n	0	sg	1	515	515	het kantoor
520	n	0	sg	1	520	520	den omtrek
521	-	-	sg	1	521	521	het overige
522	-	-	sg	4	522	522,770,772,741	kwaamt
529	n	0	sg	2	529	529,1065	den ganschen
531	n	0	sg	1	531	531	uw gezelschap
532	fm	1	both	1	532	532	uw
534	fm	1	both	1	534	534	uwen
535	-	-	sg	1	535	535	lessenaar
537	fm	1	pl	2	537	537,543	postzegels
538	n	0	sg	1	538	538	een pakket briefkaarten
539	-	-	sg	1	539	539	kondet
542	n	0	sg	1	542	542	een dépêche
544	n	0	sg	1	544	544	de eenige gevolgtrekking
545	m	1	sg	7	545	545,579,564,566,555,556,559	de juiste
549	fm	1	sg	2	549	549,550	gij
552	n	0	pl	1	552	552	uwe theorieën
553	fm	1	both	1	553	553	uwe
554	n	0	sg	2	554	593,554	een meer ernstige proef
558	n	0	sg	1	558	558	tweede dosis cocaïne
562	fm	1	sg	1	562	562	gij
563	n	0	sg	1	563	563	mijn oordeel
565	fm	1	sg	4	565	578,580,565,574	Ik
568	n	0	sg	2	568	568,571	eenig voorwerp
569	n	0	sg	1	569	569	den indruk van zijn persoonlijkheid er in
570	n	0	sg	1	570	570	zijn persoonlijkheid er in
572	n	0	sg	1	572	572	een geoefend opmerker
573	-	-	both	1	573	573	die
577	n	0	sg	2	577	577,2502	mijn bezit
581	n	0	sg	5	581	1362,2067,581,1398,2063	uw oordeel omtrent het karakter of de gewoonten
582	fm	1	both	1	582	582	uw
583	n	0	sg	4	583	927,1418,1405,583	het karakter
584	n	0	pl	1	584	584	de gewoonten
586	m	1	sg	10	586	614,617,586,588,620,622,598,599,603,607	eigenaar
590	n	0	sg	1	590	590	eenig leedvermaak
595	n	0	sg	3	595	600,595,597	een les
601	n	0	sg	1	601	601	uurwerk
604	n	0	sg	1	604	604	de wijzerplaat
606	n	0	sg	1	606	606	zijn bloote oog
608	n	0	sg	1	608	608	een sterke lens
610	n	0	sg	2	610	610,613	mijn lach
615	n	0	sg	4	615	803,811,652,615	de kast
621	-	-	pl	1	621	621	de meeste denkbare daadzaken
625	n	0	sg	2	625	625,2105	mijn hart
631	n	0	sg	1	631	631	zijn onvermogen achter een niet beduidende uitvlucht
633	n	0	sg	1	633	633	een niet beduidende uitvlucht
639	-	-	sg	1	639	639	droomerige half gesloten oogen naar de zoldering starende
640	n	0	sg	1	640	640	de zoldering
641	n	0	sg	1	641	641	verbetering
644	-	-	pl	4	644	744,747,644,670	uw oudsten
645	fm	1	both	1	645	645	uw
646	m	1	sg	3	646	736,646,647	broeder
649	fm	1	both	1	649	649	uwen
651	f	1	sg	2	651	651,653	de H. W. op de kast
655	fm	1	both	1	655	655	uw
657	-	-	pl	1	657	657	de initialen
660	m	1	sg	1	660	660	zoon
662	n	0	sg	2	662	1393,662	den regel
665	fm	1	both	1	665	665	Uw
671	fm	1	both	1	671	671	uw
674	fm	1	sg	1	674	674	gij
677	-	-	sg	1	677	677	ongestadige
679	n	0	pl	1	679	679	goede vooruitzichten
681	n	0	sg	1	681	681	zijn geluk
684	n	0	sg	1	684	684	armoede
685	-	-	sg	1	685	685	korte tusschenpoozen van voorspoed
686	n	0	sg	1	686	686	voorspoed
688	n	0	sg	1	688	688	den drank
690	fm	1	sg	1	690	690	ik
694	n	0	sg	3	694	2032,1931,694	de kamer
698	fm	1	sg	4	698	712,698,707,711	ik
699	-	-	sg	2	699	713,699	gelooven
702	n	0	sg	1	702	702	zoo
705	n	0	sg	3	705	705,2306,1939	de geschiedenis van mijn ongelukkigen
706	n	0	pl	2	706	1080,706	mijn ongelukkigen
708	n	0	pl	1	708	708	gevolgtrekkingen
717	m	1	sg	13	717	738,1829,742,745,746,717,749,721,722,725,728,731,734	de volle waarheid
718	n	0	sg	1	718	718	het iets van charlatanisme
719	-	-	sg	1	719	719	charlatanisme
720	fm	1	sg	13	720	737,2050,2052,2053,2057,720,735,723,729,2047,732,2045,863	Waarde dokter
724	n	0	sg	1	724	724	mijne verontschuldiging
727	n	0	sg	2	727	1369,727	een gewoon vraagstuk
730	-	-	sg	1	730	730	de oplossing ervan
733	n	0	sg	2	733	733,1375	de heilige verzekering
748	n	0	pl	1	748	748	waarschijnlijkheden
750	n	0	pl	1	750	750	gissingen
752	n	0	sg	1	752	752	een dwaze gewoonte
753	n	0	sg	2	753	753,755	het logisch verband
754	fm	1	sg	4	754	769,754,756,766	u
757	n	0	sg	1	757	757	mijn gedachtengang
759	n	0	pl	3	759	760,2336,759	geringe omstandigheden
761	n	0	pl	1	761	761	de grootste ophelderingen
764	m	1	sg	6	764	816,817,812,775,764,781	uw broeder
765	fm	1	both	1	765	765	uw
767	n	0	pl	1	767	767	benedengedeelten van deze horlogekast
768	n	0	sg	1	768	768	deze horlogekast
771	n	0	pl	1	771	771	twee plaatsen
776	n	0	both	1	776	776	denzelfden vestzak
777	n	0	pl	1	777	777	andere harde voorwerpen
778	n	0	pl	1	778	778	sleutels
779	n	0	sg	1	779	779	vernuft
782	-	-	sg	1	782	782	die
784	-	-	pl	1	784	784	vijftig guinjes
787	-	-	both	1	787	787	die
788	n	0	sg	1	788	788	een voorwerp van zulke groote
790	n	0	sg	1	790	790	waarde
791	n	0	pl	1	791	791	middelen ontbloot
793	mn	-	sg	2	793	793,796	bewijze
795	-	-	sg	1	795	795	zijne redeneering
797	-	-	sg	1	797	797	pand-beleeners
798	n	0	sg	6	798	1040,1027,2389,2393,1134,798	Engeland
799	n	0	sg	3	799	804,805,799	het nommer van het bewijs met een graveernaald op de binnenzijde der kast
800	n	0	sg	2	800	800,806	het bewijs met een graveernaald op de binnenzijde der kast
801	n	0	sg	1	801	801	een graveernaald op de binnenzijde der kast
802	n	0	sg	2	802	802,810	de binnenzijde der kast
807	-	-	pl	1	807	807	zulke nommers door mijn lens op de binnenzijde der kast
808	n	0	sg	1	808	808	mijn lens op de binnenzijde der kast
809	fm	1	sg	3	809	809,819,829	mijn
813	fm	1	both	1	813	813	uw
814	n	0	sg	1	814	814	zwart zaad
815	n	0	sg	1	815	815	Tweede gevolgtrekking
818	n	0	sg	1	818	818	het pand
821	n	0	sg	3	821	821,822,823	de binnenplaat
824	-	-	pl	1	824	824	de duizenden krassen rondom de opening
825	-	-	sg	1	825	825	de opening
826	-	-	sg	1	826	826	teekenen van het uitglijden van den sleutel
828	n	0	sg	1	828	828	die plaat
833	m	1	sg	3	833	833,835,838	een dronkaard
834	n	0	pl	1	834	834	krassen
836	n	0	pl	1	836	836	deze sporen van zijn onvaste hand
839	n	0	sg	1	839	839	de mysterie van dit alles
846	fm	1	sg	2	846	851,846	u
848	n	0	sg	1	848	848	uw wonderbaarlijk vermogen
849	fm	1	both	1	849	849	uw
852	n	0	sg	1	852	852	een of ander onderzoek
853	f	1	sg	5	853	853,855,889,877,878	ik
856	-	-	sg	1	856	856	hersen-inspanning
857	n	0	sg	1	857	857	het raam
859	n	0	sg	4	859	1842,859,1715,1711	de gele mist
861	n	0	pl	1	861	861	de zwart-geblakerde huizen
862	n	0	pl	1	862	862	vermogens
864	n	0	sg	2	864	864,865	Misdaad
868	n	0	sg	1	868	868	mijn mond
870	n	0	sg	1	870	870	deze ontboezeming
871	n	0	sg	5	871	1947,871,1945,1914,2459	de deur
872	f	1	sg	4	872	872,874,880,879	onze hospita
873	fm	1	pl	50	873	2177,2435,1800,1802,1803,2445,1808,2450,2451,1812,1941,1814,1944,2458,1819,2460,1821,1951,2465,2466,1701,1702,1705,1322,1324,1709,1454,1839,1847,1597,1732,1606,1607,1734,1868,1999,1874,2004,2134,1758,1760,1762,1890,873,1775,1905,1909,1913,2173,2175	onze
875	n	0	sg	1	875	875	een visitekaart
876	n	0	sg	1	876	876	het koperen blad
883	fm	1	sg	93	883	1538,1539,1540,2308,1542,2309,1544,1546,2314,2317,2318,1557,2325,1559,1305,2041,1823,2080,2297,1062,1063,2089,1066,1582,2350,2097,2098,2101,1598,1601,2372,1614,1616,2384,1621,1623,1624,1120,1124,2151,1127,1129,1131,1133,883,1144,892,896,899,900,903,2192,1681,2196,2203,1699,2211,2227,2487,1724,1982,2248,2249,2250,2251,2252,1741,1742,2255,2256,1233,2258,2264,2529,2530,1765,1767,1768,1771,1772,2284,2288,1522,1523,2036,2290,2291,2292,2040,1529,2294,1533,2303	Miss Mary Morstan
885	n	0	sg	1	885	885	Hm
890	n	0	sg	1	890	890	Mrs. Hudson
893	n	0	sg	1	893	893	TWEEDE HOOFDSTUK
894	-	-	sg	1	894	894	De beschrijving van het geval
897	n	0	sg	1	897	897	stap
898	n	0	sg	3	898	1328,2001,898	vrijmoedig voorkomen het vertrek
901	n	0	sg	1	901	901	gestalte
902	n	0	sg	1	902	902	haar gewaad
904	n	0	sg	1	904	904	weelde
905	n	0	pl	3	905	905,916,917	beperkte middelen
906	n	0	sg	1	906	906	een kleed van donker-grijze
907	-	-	sg	1	907	907	donker-grijze
908	n	0	sg	1	908	908	beige
909	n	0	sg	1	909	909	de minste versiering
910	n	0	sg	1	910	910	een klein hoedje van dezelfde kleur
911	n	0	sg	2	911	912,911	dezelfde kleur
913	n	0	sg	3	913	1336,913,915	een witte veder
918	-	-	sg	1	918	918	blauwe oogen
920	f	1	pl	1	920	920	de vrouwen
921	f	1	sg	8	921	944,929,933,934,936,921,938,941	die
923	n	0	pl	1	923	923	drie verschillende werelddeelen
935	n	0	pl	1	935	935	lippen
937	-	-	sg	1	937	937	innerlijke opgewondenheid
943	f	1	sg	3	943	958,950,943	mijne meesteres
945	n	0	both	3	945	945,954,1154	Mrs. Cecil Forrester
946	n	0	sg	4	946	1504,1505,946,1503	kleine aangelegenheid
947	n	0	sg	10	947	1122,2382,2383,2385,947,2387,2388,2201,1435,1119	een harer dienstboden in het reine
948	f	1	pl	1	948	948	harer dienstboden in het reine
949	n	0	sg	1	949	949	het reine
951	m	1	sg	7	951	960,961,965,951,955,956,957	uwe dienstvaardigheid
952	fm	1	both	1	952	952	uwe
953	n	0	sg	1	953	953	bekwaamheid
962	n	0	sg	2	962	962,966	een hoogst eenvoudig geval
964	fm	1	sg	5	964	964,967,968,972,973	mijne
969	n	0	pl	1	969	969	een meer vreemdsoortigen
970	-	-	pl	1	970	970	onverklaarbaren
971	n	0	sg	1	971	971	toestand
982	n	0	sg	1	982	982	eene uitdrukking van buitengewone aandacht
983	n	0	sg	1	983	983	buitengewone aandacht
984	-	-	pl	1	984	984	zijne scherpe , havik-achtige trekken
987	n	0	sg	1	987	987	uw geval
988	fm	1	both	1	988	988	uw
993	fm	1	sg	1	993	993	Gij
998	n	0	sg	1	998	998	mijne verwondering
1000	f	1	sg	4	1000	1000,1013,1005,1007	de jonge dame hare
1003	m	1	sg	2	1003	1003,1006	uw vriend
1004	fm	1	both	1	1004	1004	uw
1011	-	-	-	1	1011	1011	het kort
1015	fm	1	sg	21	1015	1024,1025,1028,1031,1032,1034,1042,1046,1048,1052,1053,1058,1060,1064,1067,1078,1015,1081,1019,1020,1021	Mijn
1016	fm	1	sg	1	1016	1016	officier in Indischen
1022	n	0	sg	2	1022	1084,1022	het vaderland
1023	f	1	sg	1	1023	1023	Mijne moeder
1026	n	0	pl	1	1026	1026	geene betrekkingen in Engeland
1029	n	0	sg	1	1029	1029	een net opvoedingsgesticht te Edinburgh
1030	n	0	sg	1	1030	1030	Edinburgh
1036	fm	1	sg	1	1036	1036	de oudste kapitein bij zijn regiment
1037	n	0	sg	1	1037	1037	zijn regiment
1039	n	0	sg	1	1039	1039	verlof
1043	n	0	sg	8	1043	1536,1059,1043,1541,1206,1845,1388,1535	Londen
1045	m	1	sg	4	1045	1051,1055,1045,1047	noodigde
1049	n	0	sg	1	1049	1049	het Langham Hôtel
