mention1	mention2	sieve
260	268	stringmatch
93	271	stringmatch:relaxed
270	272	resolvepronouns
260	273	stringmatch
274	275	resolvepronouns
240	278	strictheadmatch:7
25	282	strictheadmatch:7
283	287	resolvepronouns
286	288	resolvepronouns
287	290	resolvepronouns
1	293	resolvepronouns
251	294	stringmatch
1	295	resolvepronouns
282	296	stringmatch
294	298	resolvepronouns
1	299	resolvepronouns
294	301	resolvepronouns
1	302	resolvepronouns
1	303	resolvepronouns
301	304	resolvepronouns
1	305	resolvepronouns
1	307	resolvepronouns
304	308	resolvepronouns
306	309	resolvepronouns
285	310	strictheadmatch:7
313	314	resolvepronouns
49	315	strictheadmatch:5
315	316	resolvepronouns
1	317	resolvepronouns
310	320	stringmatch
1	321	resolvepronouns
319	322	resolvepronouns
85	323	stringmatch
1	324	resolvepronouns
1	327	resolvepronouns
1	328	resolvepronouns
1	330	resolvepronouns
1	331	resolvepronouns
1	333	resolvepronouns
312	335	strictheadmatch:5
7	336	strictheadmatch:5
675	337	strictheadmatch:5
1	340	resolvepronouns
66	341	stringmatch
341	342	precise:relpronoun
344	347	resolvepronouns
348	350	resolvepronouns
351	352	precise:relpronoun
350	353	resolvepronouns
353	355	resolvepronouns
355	356	resolvepronouns
356	357	resolvepronouns
357	359	resolvepronouns
349	360	stringmatch
360	361	precise:relpronoun
177	363	strictheadmatch:7
363	364	precise:predicative
364	365	resolvepronouns
365	368	resolvepronouns
368	369	resolvepronouns
369	371	resolvepronouns
457	373	strictheadmatch:5
373	374	precise:relpronoun
2344	376	strictheadmatch:5
372	378	strictheadmatch:5
376	383	resolvepronouns
382	384	precise:relpronoun
368	387	resolvepronouns
13	391	resolvepronouns
389	392	resolvepronouns
312	393	stringmatch
90	394	strictheadmatch:5
1	396	resolvepronouns
382	397	resolvepronouns
85	399	stringmatch
400	401	precise:relpronoun
90	402	strictheadmatch:5
94	403	strictheadmatch:7
397	404	resolvepronouns
312	406	stringmatch
220	409	stringmatch
1	410	resolvepronouns
198	411	resolvepronouns
1	414	resolvepronouns
194	415	stringmatch
198	417	resolvepronouns
312	418	stringmatch
283	419	stringmatch:relaxed
419	420	resolvepronouns
326	423	strictheadmatch:5
423	424	precise:relpronoun
426	427	resolvepronouns
429	432	resolvepronouns
430	433	resolvepronouns
433	434	resolvepronouns
433	436	resolvepronouns
436	438	resolvepronouns
438	439	resolvepronouns
274	440	strictheadmatch:5
428	441	strictheadmatch:5
429	443	stringmatch:relaxed
430	444	stringmatch
444	445	resolvepronouns
318	448	stringmatch
1	450	resolvepronouns
3	451	stringmatch
577	452	strictheadmatch:5
1	453	resolvepronouns
1	454	resolvepronouns
553	455	strictheadmatch:5
372	457	stringmatch
220	459	stringmatch
372	461	stringmatch
198	465	resolvepronouns
464	466	precise:relpronoun
1122	467	strictheadmatch:5
194	468	stringmatch
1759	469	strictheadmatch:5
1121	472	strictheadmatch:5
464	473	resolvepronouns
473	475	resolvepronouns
413	476	stringmatch:relaxed
1	477	resolvepronouns
476	479	resolvepronouns
390	480	strictheadmatch:5
479	482	resolvepronouns
204	484	strictheadmatch:7
482	485	resolvepronouns
470	486	resolvepronouns
485	487	resolvepronouns
487	488	resolvepronouns
198	489	resolvepronouns
198	490	resolvepronouns
1	492	resolvepronouns
463	493	strictheadmatch:7
493	494	resolvepronouns
495	496	precise:relpronoun
494	497	resolvepronouns
500	501	resolvepronouns
501	502	resolvepronouns
491	503	resolvepronouns
1	504	resolvepronouns
502	505	resolvepronouns
198	506	resolvepronouns
491	507	stringmatch
198	508	resolvepronouns
1	509	resolvepronouns
1555	510	strictheadmatch:5
507	511	resolvepronouns
505	512	resolvepronouns
512	514	resolvepronouns
418	517	strictheadmatch:5
516	518	resolvepronouns
1	519	resolvepronouns
1	520	resolvepronouns
1	523	resolvepronouns
521	524	resolvepronouns
522	525	resolvepronouns
190	526	stringmatch
1	527	resolvepronouns
339	528	strictheadmatch:5
1	529	resolvepronouns
1	532	resolvepronouns
380	535	stringmatch
251	536	stringmatch
1	538	resolvepronouns
1	539	resolvepronouns
478	540	stringmatch
1	541	resolvepronouns
376	542	stringmatch
542	543	precise:predicative
1	545	resolvepronouns
1	548	resolvepronouns
1	549	resolvepronouns
1	550	resolvepronouns
1	552	resolvepronouns
2449	553	strictheadmatch:5
1	555	resolvepronouns
174	556	strictheadmatch:5
1	558	resolvepronouns
1	559	resolvepronouns
560	561	precise:relpronoun
13	562	resolvepronouns
14	563	strictheadmatch:5
567	568	precise:relpronoun
1	569	resolvepronouns
37	572	stringmatch
1	573	resolvepronouns
575	574	precise:predicative
2	575	stringmatch
3	576	stringmatch
42	577	stringmatch
1	579	resolvepronouns
553	580	stringmatch
1	582	resolvepronouns
546	583	stringmatch:relaxed
13	584	resolvepronouns
1	586	resolvepronouns
13	587	resolvepronouns
581	588	resolvepronouns
1	589	resolvepronouns
13	592	resolvepronouns
1	593	resolvepronouns
71	594	stringmatch
1	595	resolvepronouns
13	596	resolvepronouns
13	600	resolvepronouns
609	603	strictheadmatch:5
1	604	resolvepronouns
471	605	stringmatch
607	606	precise:predicative
413	607	stringmatch
1	608	resolvepronouns
194	609	stringmatch
56	610	stringmatch
3	611	stringmatch
4	612	strictheadmatch:5
452	613	stringmatch
71	615	stringmatch
198	617	resolvepronouns
55	618	stringmatch
1278	619	strictheadmatch:7
616	620	resolvepronouns
620	621	resolvepronouns
71	622	stringmatch
13	623	resolvepronouns
618	624	resolvepronouns
55	625	stringmatch
1	626	resolvepronouns
1	627	resolvepronouns
1	629	resolvepronouns
13	630	resolvepronouns
71	631	stringmatch
1	632	resolvepronouns
13	633	resolvepronouns
634	635	precise:predicative
3	636	stringmatch:relaxed
637	638	precise:relpronoun
194	639	stringmatch
1	640	resolvepronouns
1	641	resolvepronouns
55	643	stringmatch
610	644	resolvepronouns
1	647	resolvepronouns
537	650	stringmatch
1	651	resolvepronouns
480	652	strictheadmatch:7
652	653	resolvepronouns
653	654	resolvepronouns
194	657	stringmatch
1	658	resolvepronouns
469	659	stringmatch
634	661	stringmatch
198	664	resolvepronouns
426	668	strictheadmatch:7
1	670	resolvepronouns
1	671	resolvepronouns
1	673	resolvepronouns
11	675	strictheadmatch:5
198	680	resolvepronouns
676	685	strictheadmatch:5
198	688	resolvepronouns
553	689	stringmatch
690	691	precise:predicative
412	693	stringmatch:relaxed
690	695	resolvepronouns
690	696	resolvepronouns
480	704	strictheadmatch:5
704	705	precise:relpronoun
702	706	resolvepronouns
684	707	stringmatch
712	715	stringmatch:relaxed
2140	717	strictheadmatch:7
684	719	stringmatch
774	720	strictheadmatch:6
1	721	resolvepronouns
194	722	stringmatch
56	723	stringmatch
3	724	stringmatch
612	725	stringmatch
452	727	stringmatch
1724	728	strictheadmatch:5
376	731	stringmatch
731	732	precise:predicative
13	733	resolvepronouns
734	735	precise:relpronoun
71	736	stringmatch:relaxed
734	737	precise:predicative
193	738	strictheadmatch:7
55	739	stringmatch
198	741	resolvepronouns
740	742	precise:predicative
1	744	resolvepronouns
746	747	strictheadmatch:5
634	748	stringmatch
748	749	precise:relpronoun
905	751	strictheadmatch:7
652	752	strictheadmatch:6
752	754	strictheadmatch:7
747	757	resolvepronouns
1	762	resolvepronouns
1	763	resolvepronouns
193	765	strictheadmatch:7
55	766	stringmatch
1	767	resolvepronouns
766	768	resolvepronouns
1	769	resolvepronouns
1	770	resolvepronouns
754	772	stringmatch
2341	773	strictheadmatch:5
390	774	strictheadmatch:6
198	775	resolvepronouns
1	777	resolvepronouns
1	780	resolvepronouns
754	781	strictheadmatch:5
1	784	resolvepronouns
42	785	stringmatch
190	786	stringmatch
1	787	resolvepronouns
781	788	resolvepronouns
370	789	strictheadmatch:5
781	790	resolvepronouns
781	792	resolvepronouns
635	793	stringmatch
795	794	precise:predicative
684	795	stringmatch
740	796	strictheadmatch:5
198	797	resolvepronouns
2118	798	strictheadmatch:7
796	799	resolvepronouns
798	800	resolvepronouns
800	802	resolvepronouns
803	804	precise:predicative
1	805	resolvepronouns
1	807	resolvepronouns
13	808	resolvepronouns
634	809	properheadmatch
55	810	stringmatch
198	812	resolvepronouns
693	813	stringmatch
1	814	resolvepronouns
1	817	resolvepronouns
759	818	stringmatch
1	819	resolvepronouns
822	823	precise:relpronoun
821	824	resolvepronouns
829	830	precise:relpronoun
1	831	resolvepronouns
1	832	resolvepronouns
1	833	resolvepronouns
96	834	strictheadmatch:7
834	835	precise:relpronoun
1	837	resolvepronouns
834	838	resolvepronouns
1	839	resolvepronouns
198	841	resolvepronouns
803	842	resolvepronouns
1	843	resolvepronouns
1	844	resolvepronouns
829	845	strictheadmatch:7
1	846	resolvepronouns
838	847	resolvepronouns
1	849	resolvepronouns
175	850	stringmatch
1	851	resolvepronouns
847	853	resolvepronouns
853	854	precise:predicative
1689	855	strictheadmatch:7
854	856	precise:relpronoun
853	858	resolvepronouns
734	859	strictheadmatch:5
854	860	strictheadmatch:7
858	861	resolvepronouns
863	866	precise:relpronoun
861	869	resolvepronouns
251	873	stringmatch
870	875	resolvepronouns
1	876	resolvepronouns
873	877	resolvepronouns
1	878	resolvepronouns
879	880	resolvepronouns
602	881	stringmatch
194	882	stringmatch
56	883	stringmatch
3	884	stringmatch
42	885	stringmatch
879	886	resolvepronouns
909	889	resolvepronouns
888	890	resolvepronouns
888	891	resolvepronouns
888	892	resolvepronouns
888	895	resolvepronouns
894	896	resolvepronouns
896	897	precise:predicative
900	898	resolvepronouns
898	899	resolvepronouns
900	901	precise:predicative
888	902	resolvepronouns
606	903	strictheadmatch:5
609	904	strictheadmatch:5
469	905	stringmatch
56	906	stringmatch
3	907	stringmatch
902	909	strictheadmatch:5
909	910	resolvepronouns
902	911	resolvepronouns
911	912	resolvepronouns
911	913	resolvepronouns
908	914	resolvepronouns
911	915	resolvepronouns
911	916	resolvepronouns
914	917	resolvepronouns
918	920	resolvepronouns
911	921	resolvepronouns
911	923	resolvepronouns
910	925	resolvepronouns
922	926	resolvepronouns
911	927	resolvepronouns
918	928	resolvepronouns
928	929	precise:reflexive
911	930	resolvepronouns
911	931	resolvepronouns
911	932	resolvepronouns
902	933	resolvepronouns
933	934	precise:predicative
909	935	resolvepronouns
935	937	resolvepronouns
938	939	resolvepronouns
935	940	resolvepronouns
933	941	resolvepronouns
1	942	resolvepronouns
198	943	resolvepronouns
416	944	stringmatch
198	945	resolvepronouns
693	946	stringmatch
198	947	resolvepronouns
1	948	resolvepronouns
939	949	resolvepronouns
1	950	resolvepronouns
949	951	resolvepronouns
1	953	resolvepronouns
798	956	stringmatch
956	958	resolvepronouns
1	959	resolvepronouns
416	961	stringmatch
960	962	resolvepronouns
1	964	resolvepronouns
956	965	resolvepronouns
251	968	stringmatch
69	969	stringmatch
969	970	resolvepronouns
1	971	resolvepronouns
968	972	resolvepronouns
1	974	resolvepronouns
13	975	resolvepronouns
566	976	stringmatch
1	979	resolvepronouns
976	980	resolvepronouns
980	981	resolvepronouns
1	983	resolvepronouns
982	984	resolvepronouns
980	985	resolvepronouns
1	987	resolvepronouns
938	989	stringmatch
1	990	resolvepronouns
1	992	resolvepronouns
1	995	resolvepronouns
13	996	resolvepronouns
1	997	resolvepronouns
1	998	resolvepronouns
190	999	stringmatch
1	1000	resolvepronouns
213	1001	stringmatch
198	1002	resolvepronouns
215	1004	stringmatch
1004	1005	resolvepronouns
1005	1006	precise:predicative
1006	1007	precise:relpronoun
583	1008	stringmatch
1	1009	resolvepronouns
198	1010	resolvepronouns
702	1011	stringmatch:relaxed
991	1012	resolvepronouns
1139	1014	strictheadmatch:5
105	1015	strictheadmatch:7
1012	1016	resolvepronouns
1016	1017	precise:reflexive
1654	1018	strictheadmatch:5
1018	1019	precise:relpronoun
1016	1020	resolvepronouns
1	1021	resolvepronouns
743	1022	stringmatch
702	1024	stringmatch
1	1026	resolvepronouns
1	1029	resolvepronouns
1	1030	resolvepronouns
1	1032	resolvepronouns
1	1033	resolvepronouns
1028	1034	resolvepronouns
1031	1035	stringmatch
760	1036	strictheadmatch:7
1	1038	resolvepronouns
1038	1040	precise:predicative
1025	1041	resolvepronouns
1023	1043	stringmatch:relaxed
702	1044	stringmatch
1	1045	resolvepronouns
13	1048	resolvepronouns
1048	1049	precise:predicative
1	1051	resolvepronouns
13	1052	resolvepronouns
13	1053	resolvepronouns
1054	1055	precise:relpronoun
1156	1056	strictheadmatch:5
348	1058	stringmatch
1058	1059	precise:relpronoun
1063	1061	precise:predicative
1060	1062	resolvepronouns
1014	1063	stringmatch
1061	1064	resolvepronouns
1014	1065	stringmatch
1057	1066	resolvepronouns
1	1068	resolvepronouns
1058	1069	strictheadmatch:5
1070	1072	resolvepronouns
1070	1073	resolvepronouns
1	1074	resolvepronouns
112	1077	strictheadmatch:5
1075	1078	resolvepronouns
198	1079	resolvepronouns
1079	1080	precise:appositive
1046	1082	stringmatch
1152	1083	strictheadmatch:5
1081	1084	resolvepronouns
1	1086	resolvepronouns
1411	1087	strictheadmatch:5
1085	1088	resolvepronouns
1085	1089	resolvepronouns
2316	1090	strictheadmatch:5
1060	1091	strictheadmatch:5
1089	1092	resolvepronouns
1092	1093	precise:predicative
198	1095	resolvepronouns
1092	1096	resolvepronouns
1094	1097	resolvepronouns
1	1098	resolvepronouns
1096	1099	resolvepronouns
1099	1100	resolvepronouns
198	1101	resolvepronouns
198	1102	resolvepronouns
198	1103	resolvepronouns
198	1105	resolvepronouns
1091	1107	strictheadmatch:5
198	1108	resolvepronouns
758	1109	strictheadmatch:7
1107	1110	resolvepronouns
1233	1111	strictheadmatch:5
1071	1114	strictheadmatch:7
1	1116	resolvepronouns
1	1117	resolvepronouns
1	1118	resolvepronouns
1	1120	resolvepronouns
296	1121	strictheadmatch:5
135	1122	strictheadmatch:5
88	1125	stringmatch
1	1126	resolvepronouns
1	1127	resolvepronouns
1	1128	resolvepronouns
1	1130	resolvepronouns
1124	1131	strictheadmatch:5
8	1132	stringmatch
1	1133	resolvepronouns
69	1134	stringmatch
1382	1136	strictheadmatch:5
1	1137	resolvepronouns
1106	1138	stringmatch:relaxed
938	1139	stringmatch
1140	1141	precise:relpronoun
198	1142	resolvepronouns
15	1143	stringmatch
1	1144	resolvepronouns
1	1145	resolvepronouns
1	1146	resolvepronouns
1	1148	resolvepronouns
1	1149	resolvepronouns
1	1150	resolvepronouns
1106	1151	stringmatch
1069	1152	stringmatch
1	1153	resolvepronouns
1	1154	resolvepronouns
1	1155	resolvepronouns
862	1156	strictheadmatch:5
1	1157	resolvepronouns
1093	1158	strictheadmatch:7
1	1159	resolvepronouns
1160	1161	resolvepronouns
1	1162	resolvepronouns
1	1163	resolvepronouns
1165	1166	precise:predicative
1168	1169	resolvepronouns
1168	1174	resolvepronouns
69	1175	strictheadmatch:5
1168	1178	resolvepronouns
1179	1180	precise:relpronoun
1106	1183	stringmatch
1168	1184	resolvepronouns
1168	1187	resolvepronouns
1168	1189	resolvepronouns
590	1190	strictheadmatch:5
1168	1191	resolvepronouns
583	1192	stringmatch
1168	1193	resolvepronouns
1138	1194	stringmatch
938	1195	stringmatch
1195	1196	precise:relpronoun
1168	1198	resolvepronouns
1198	1199	precise:predicative
1196	1200	resolvepronouns
1168	1202	resolvepronouns
1069	1203	stringmatch
893	1204	strictheadmatch:5
1168	1205	resolvepronouns
1168	1206	resolvepronouns
1168	1208	resolvepronouns
1063	1210	strictheadmatch:5
1168	1211	resolvepronouns
1168	1213	resolvepronouns
1168	1214	resolvepronouns
1147	1215	stringmatch
1168	1216	resolvepronouns
1218	1219	precise:relpronoun
1228	1220	strictheadmatch:5
1219	1221	resolvepronouns
1215	1224	resolvepronouns
1215	1225	resolvepronouns
1223	1226	resolvepronouns
1168	1227	resolvepronouns
1143	1228	strictheadmatch:5
1	1229	resolvepronouns
1	1231	resolvepronouns
422	1232	strictheadmatch:5
1106	1233	stringmatch
1219	1234	resolvepronouns
742	1235	stringmatch:relaxed
1234	1236	resolvepronouns
1236	1237	precise:predicative
1	1238	resolvepronouns
1236	1240	resolvepronouns
1225	1241	resolvepronouns
1236	1242	resolvepronouns
938	1243	stringmatch
1	1245	resolvepronouns
1	1246	resolvepronouns
1210	1247	stringmatch
1242	1248	resolvepronouns
1	1249	resolvepronouns
1	1251	resolvepronouns
1018	1252	stringmatch
1252	1253	precise:relpronoun
1	1254	resolvepronouns
1	1255	resolvepronouns
1	1256	resolvepronouns
1257	1259	resolvepronouns
1	1260	resolvepronouns
1247	1262	resolvepronouns
702	1263	stringmatch
993	1264	stringmatch
1014	1265	stringmatch
1121	1267	strictheadmatch:5
1267	1269	resolvepronouns
1046	1270	stringmatch
1	1271	resolvepronouns
1	1272	resolvepronouns
1	1273	resolvepronouns
1	1275	resolvepronouns
13	1276	resolvepronouns
546	1277	stringmatch:relaxed
2188	1278	strictheadmatch:7
1241	1279	resolvepronouns
1156	1280	stringmatch:relaxed
1083	1281	stringmatch
1280	1282	resolvepronouns
1282	1284	resolvepronouns
1	1285	resolvepronouns
13	1287	resolvepronouns
566	1288	stringmatch
1288	1289	resolvepronouns
1	1290	resolvepronouns
220	1291	stringmatch
1292	1293	precise:relpronoun
1	1295	resolvepronouns
13	1296	resolvepronouns
55	1297	stringmatch
1	1298	resolvepronouns
816	1299	stringmatch
1	1300	resolvepronouns
616	1301	stringmatch
1	1302	resolvepronouns
553	1303	stringmatch
1	1304	resolvepronouns
326	1306	strictheadmatch:7
1	1307	resolvepronouns
662	1308	strictheadmatch:7
1306	1309	resolvepronouns
1	1310	resolvepronouns
1309	1311	resolvepronouns
1309	1312	resolvepronouns
1314	1313	precise:predicative
1018	1314	stringmatch
71	1318	stringmatch
1	1319	resolvepronouns
1	1320	resolvepronouns
1312	1321	resolvepronouns
1	1322	resolvepronouns
1321	1323	resolvepronouns
1	1324	resolvepronouns
1	1326	resolvepronouns
1323	1327	resolvepronouns
1327	1329	resolvepronouns
1	1332	resolvepronouns
198	1335	resolvepronouns
1327	1336	resolvepronouns
1	1337	resolvepronouns
1336	1338	resolvepronouns
1339	1340	precise:relpronoun
1338	1341	resolvepronouns
1341	1342	resolvepronouns
1474	1343	strictheadmatch:5
1	1344	resolvepronouns
1	1346	resolvepronouns
1621	1348	strictheadmatch:5
1	1349	resolvepronouns
1	1350	resolvepronouns
1345	1351	stringmatch
1	1352	resolvepronouns
198	1353	resolvepronouns
1354	1355	resolvepronouns
1	1356	resolvepronouns
1	1357	resolvepronouns
1351	1358	resolvepronouns
1358	1359	resolvepronouns
1360	1362	resolvepronouns
1360	1363	resolvepronouns
1360	1364	resolvepronouns
1359	1365	resolvepronouns
1	1366	resolvepronouns
1	1369	resolvepronouns
1424	1370	strictheadmatch:7
1370	1371	resolvepronouns
1	1374	resolvepronouns
1371	1377	resolvepronouns
1	1378	resolvepronouns
1	1379	resolvepronouns
1	1380	resolvepronouns
71	1381	stringmatch
963	1382	strictheadmatch:5
1377	1383	resolvepronouns
71	1384	stringmatch
13	1385	resolvepronouns
1	1386	resolvepronouns
1367	1387	strictheadmatch:5
1	1388	resolvepronouns
1	1389	resolvepronouns
1345	1390	stringmatch
1	1391	resolvepronouns
1	1393	resolvepronouns
1	1394	resolvepronouns
1	1396	resolvepronouns
71	1397	stringmatch
251	1398	stringmatch
1	1399	resolvepronouns
1230	1401	strictheadmatch:5
1401	1402	resolvepronouns
1	1403	resolvepronouns
881	1404	strictheadmatch:7
1	1405	resolvepronouns
1474	1406	strictheadmatch:5
1	1407	resolvepronouns
1040	1408	stringmatch
871	1411	strictheadmatch:5
1368	1412	strictheadmatch:5
1	1414	resolvepronouns
251	1415	stringmatch
1046	1416	stringmatch
1	1418	resolvepronouns
1423	1419	strictheadmatch:7
1	1421	resolvepronouns
13	1422	resolvepronouns
2302	1423	strictheadmatch:7
902	1424	strictheadmatch:7
1	1425	resolvepronouns
1424	1426	resolvepronouns
901	1427	properheadmatch
1	1428	resolvepronouns
1	1429	resolvepronouns
13	1432	resolvepronouns
1	1434	resolvepronouns
13	1435	resolvepronouns
952	1436	stringmatch
1433	1437	resolvepronouns
198	1438	resolvepronouns
416	1439	stringmatch
198	1440	resolvepronouns
693	1441	stringmatch
1	1442	resolvepronouns
850	1446	strictheadmatch:5
1447	1448	precise:relpronoun
1	1449	resolvepronouns
1447	1451	resolvepronouns
616	1453	stringmatch
1	1455	resolvepronouns
389	1457	stringmatch
1451	1458	resolvepronouns
1458	1459	resolvepronouns
1	1460	resolvepronouns
1	1462	resolvepronouns
148	1465	stringmatch:relaxed
1474	1466	strictheadmatch:5
1	1469	resolvepronouns
1463	1471	stringmatch
1464	1472	stringmatch
528	1474	strictheadmatch:5
13	1475	resolvepronouns
1471	1476	resolvepronouns
1476	1478	resolvepronouns
1476	1482	resolvepronouns
1476	1485	resolvepronouns
1222	1487	strictheadmatch:5
1	1488	resolvepronouns
2302	1489	strictheadmatch:7
1	1490	resolvepronouns
1489	1491	resolvepronouns
1	1492	resolvepronouns
1485	1493	resolvepronouns
1	1494	resolvepronouns
1491	1497	resolvepronouns
1493	1498	resolvepronouns
1491	1499	resolvepronouns
1498	1502	resolvepronouns
1	1503	resolvepronouns
1502	1504	resolvepronouns
175	1506	stringmatch
1	1507	resolvepronouns
1	1512	resolvepronouns
1513	1514	precise:relpronoun
1	1515	resolvepronouns
1	1516	resolvepronouns
1	1517	resolvepronouns
13	1518	resolvepronouns
1	1519	resolvepronouns
1	1521	resolvepronouns
1	1522	resolvepronouns
1	1524	resolvepronouns
1	1526	resolvepronouns
1	1529	resolvepronouns
1	1530	resolvepronouns
338	1531	stringmatch
1532	1533	precise:relpronoun
1	1535	resolvepronouns
1536	1537	resolvepronouns
1537	1538	precise:predicative
313	1539	stringmatch
1	1540	resolvepronouns
379	1542	strictheadmatch:5
380	1543	stringmatch
198	1548	resolvepronouns
1	1552	resolvepronouns
1	1554	resolvepronouns
460	1555	strictheadmatch:5
1557	1560	resolvepronouns
1	1562	resolvepronouns
1190	1563	strictheadmatch:5
1	1564	resolvepronouns
1	1566	resolvepronouns
1	1569	resolvepronouns
1	1570	resolvepronouns
198	1572	resolvepronouns
1549	1573	resolvepronouns
13	1575	resolvepronouns
13	1576	resolvepronouns
1	1577	resolvepronouns
1567	1579	stringmatch:relaxed
1	1582	resolvepronouns
13	1585	resolvepronouns
1420	1586	strictheadmatch:5
1586	1587	precise:relpronoun
13	1589	resolvepronouns
1	1590	resolvepronouns
1	1591	resolvepronouns
1588	1592	resolvepronouns
1	1593	resolvepronouns
1	1597	resolvepronouns
1	1601	resolvepronouns
1600	1602	precise:predicative
1602	1605	resolvepronouns
1604	1606	resolvepronouns
1	1607	resolvepronouns
1	1608	resolvepronouns
13	1611	resolvepronouns
1	1612	resolvepronouns
1610	1613	resolvepronouns
1	1614	resolvepronouns
2	1615	stringmatch:relaxed
1	1617	resolvepronouns
1401	1618	strictheadmatch:5
1	1619	resolvepronouns
1618	1620	resolvepronouns
1121	1621	strictheadmatch:5
1	1622	resolvepronouns
1618	1623	precise:reflexive
1433	1624	strictheadmatch:7
1	1625	resolvepronouns
1392	1627	stringmatch
1627	1628	precise:reflexive
1	1629	resolvepronouns
1	1630	resolvepronouns
1	1631	resolvepronouns
221	1632	strictheadmatch:5
1	1633	resolvepronouns
1586	1634	stringmatch
251	1635	stringmatch
1	1636	resolvepronouns
1634	1638	resolvepronouns
1635	1639	resolvepronouns
1639	1640	precise:reflexive
1	1641	resolvepronouns
1639	1642	resolvepronouns
1644	1645	precise:relpronoun
251	1647	stringmatch
1647	1648	resolvepronouns
1	1649	resolvepronouns
220	1651	stringmatch
1648	1652	resolvepronouns
1046	1653	stringmatch
8	1654	stringmatch
1075	1655	strictheadmatch:5
1655	1658	resolvepronouns
198	1662	resolvepronouns
251	1664	stringmatch
1665	1667	resolvepronouns
251	1668	stringmatch
1665	1669	stringmatch
190	1670	stringmatch
1	1671	resolvepronouns
251	1672	stringmatch
1643	1673	strictheadmatch:7
1670	1674	resolvepronouns
1672	1675	resolvepronouns
1665	1676	stringmatch
1	1677	resolvepronouns
1	1678	resolvepronouns
1665	1680	stringmatch
251	1681	stringmatch
1681	1683	resolvepronouns
1683	1684	resolvepronouns
1680	1685	resolvepronouns
1684	1686	resolvepronouns
13	1687	resolvepronouns
704	1689	strictheadmatch:7
1657	1690	strictheadmatch:5
1666	1692	strictheadmatch:6
1644	1693	stringmatch
1693	1694	precise:reflexive
1694	1695	resolvepronouns
1646	1696	stringmatch
