1-1|( Inhoud )
43-1|De rechthoekige vinger bleef , na hier en daar gedwaald te hebben , op Bitzer wijzen , misschien omdat deze toevallig in [ @alt dezelfde denzelfden ] straal van zonlicht zat , die door een der vensters van het in het oog [ @alt lopend loopend ] helder witte vertrek vallende , ook Sissy bescheen .
43-2|Want de jongens en meisjes zaten op het hellende vlak van banken in twee dichte drommen , in het midden door [ @alt ene eene ] smalle [ @alt tussenruimte tusschenruimte ] gescheiden ; en Sissy , op [ @alt ~de~den den ] hoek [ @alt ener eener ] rij aan [ @alt ~de~den den ] zonkant gezeten , werd door het begin van een zonnestraal beschenen , waarvan Bitzer , aan [ @alt de den ] [ @alt andere anderen ] kant , [ @alt enige eenige ] rijen verder op een hoek zittende , het einde opving .
43-3|Maar terwijl het meisje zulke donkere [ @alt ogen oogen ] en lokken had , dat zij door de zon , die haar bescheen , nog krachtiger en glanziger gekleurd schenen te worden , had de jongen [ @alt zo zoo ] lichte haren en [ @alt ogen oogen ] , dat dezelfde stralen het weinigje kleur , dat hij bezat , geheel schenen te doen verschieten .
43-4|[ @alt ~Zijn~Zijne Zijne ] koude [ @alt ogen oogen ] zouden haast [ @alt gene geene ] [ @alt ogen oogen ] zijn geweest zonder de korte wimpers , die , daar zij de appels tegen iets nog bleekers dan zij [ @alt zelf zelven ] waren deden afsteken , de [ @alt tekening teekening ] er van zichtbaar maakten .
43-5|Zijn kort geknipt haar kon maar [ @alt ene eene ] voortzetting wezen van de geelachtige sproeten op zijn voorhoofd en zijn gezicht .
43-6|[ @alt ~Zijn~Zijne Zijne ] ongezonde huid was [ @alt zodanig zoodanig ] van natuurlijke vleeschkleur ontbloot , dat het scheen alsof hij wit zou bloeden als hij zich sneed .
44-1|" Bitzer , " [ @alt zei zeide ] mijnheer Gradgrind , " geef mij eens uwe definitie van een paard . "
45-1|" Een graanetend viervoetig dier , met veertig tanden , namelijk vier en twintig kiezen , vier hoektanden en twaalf snijtanden .
45-2|Laat in de lente [ @alt ~zijn~zijne zijne ] haren vallen ; in moerasachtige streken ook [ @alt ~zijn~zijne zijne ] hoeven .
45-3|Heeft harde hoeven maar die met ijzer moeten beslagen worden .
45-4|Zijn ouderdom is te zien aan sommige [ @alt tekenen teekenen ] in [ @alt ~de~den den ] bek . "
46-1|Dit en nog veel meer , [ @alt zei zeide ] Bitzer .
47-1|" Nu , meisje nommer twintig , " hervatte mijnheer Gradgrind , " nu weet gij wat een paard is . "
48-1|Zij neeg weder en zou nog [ @alt hoger hooger ] gebloosd hebben , indien het mogelijk geweest was dit nog sterker te doen dan zij al [ @alt ~die~dien dien ] tijd gedaan had .
48-2|Bitzer wierp snel een blik naar mijnheer Gradgrind , [ @alt ~zijn~zijne zijne ] [ @alt ogen oogen ] opslaande , [ @alt zodat zoodat ] hij het licht op de trillende wimpers ving , die daarbij naar de voelhorentjes van spartelende insecten geleken , duwde toen [ @alt ~zijn~zijne zijne ] kneukels tegen zijn met sproeten bezaaid voorhoofd en ging weder zitten .
49-1|Thans trad de derde heer vooruit , een man wien men een moreelen kampvechter zou kunnen noemen , altijd gereed om tegen iedereen te boksen en zich liever dood te vechten dan zich overwonnen te bekennen .
49-2|Vooral wanneer het gezond verstand hem in [ @alt ~de~den den ] weg kwam , ontwaakte zijn strijdlust , en hij gaf het niet op voordat hij die ongelukkige tegenpartij buiten adem had gebracht .
49-3|Hij bekleedde een gouvernements-post en achtte zich daarom geroepen het duizendjarig rijk der ambtenaren te helpen stichten , waarin de [ @alt gehele geheele ] aarde door commissarissen zou geregeerd worden .
50-1|" Heel goed , " [ @alt zei zeide ] deze heer met een lachje , terwijl hij [ @alt ~zijn~zijne zijne ] armen over elkander sloeg , " dat is een paard .
50-2|Laat ik u nu eens iets vragen , jongens en meisjes .
50-3|Zoudt gij wel [ @alt ene eene ] kamer willen behangen met afbeeldsels van paarden ? "
51-1|Na [ @alt ene eene ] korte pauze riep de [ @alt ene eene ] helft der kinderen : " Ja , mijnheer ! " waarop de andere helft , aan het gezicht des vragers ziende dat " ja " het verkeerde antwoord was , in koor " neen , mijnheer , " riep , gelijk het bij zulk een examen gewoonlijk gaat .
52-1|" Immers neen .
52-2|Maar waarom zoudt ge niet ? "
53-1|[ @alt Ene Eene ] pauze .
53-2|Een dikke , botte jongen waagde het te antwoorden : " omdat hij de kamer geheel niet wilde behangen , maar liever schilderen . "
54-1|" Maar als de kamer nu moet behangen worden ? " hernam de vrager tamelijk driftig .
55-1|" Gij moet hem behangen , of gij wilt of niet , " viel mijnheer Gradgrind hierop in .
55-2|" Spreek van geen niet willen .
55-3|Dat komt hier niet te pas . "
56-1|" Ik zal het u dan verklaren , " [ @alt zei zeide ] de vrager , na [ @alt ene eene ] andere drukkende pauze ; " ik zal u zeggen waarom gij [ @alt ene eene ] kamer niet met afbeeldingen van paarden moet behangen .
56-2|Ziet gij ooit wezenlijke paarden tegen de wanden [ @alt ener eener ] kamer op- en [ @alt aflopen afloopen ] ?
56-3|Is dat een werkelijk feit ? "
57-1|" Ja , mijnheer , " riep de [ @alt ene eene ] helft ; " neen , mijnheer , " riepen de anderen .
58-1|" Immers neen , " [ @alt zei zeide ] de vrager , met een blik van verontwaardiging op de helft , die misgeraden had .
58-2|" Welnu dan , men moet nergens iets zien , wat men daar niet wezenlijk ziet ; men moet nergens iets hebben , wat men daar niet wezenlijk heeft - wat niet werkelijk is .
58-3|Wat men smaak noemt , is maar een andere naam voor het feitelijk bestaande . "
59-1|Thomas Gradgrind gaf met een hoofdknik [ @alt ~zijn~zijne zijne ] goedkeuring te kennen .
60-1|" Dit is een nieuw ontdekt grondbeginsel , en [ @alt ene eene ] [ @alt grote groote ] ontdekking , " hernam de spreker .
60-2|" Nu zal ik u nog eens op de proef stellen .
60-3|Onderstel eens , dat gij een tapijt in [ @alt ene eene ] kamer moest leggen , zoudt gij dan een tapijt nemen (
61-1|4 ) met [ @alt ene eene ] afbeelding van bloemen daarop ? "
62-1|Daar men zich thans algemeen overtuigd hield , dat " neen " altijd het rechte antwoord was op de vragen van [ @alt ~dezen~deze dezen ] heer , was het koor van " neen ! " zeer sterk .
62-2|Slechts [ @alt enige eenige ] zwakke stemmen zeiden " ja " , en daaronder was de stem van Sissy Jupe .
63-1|" Meisje nommer twintig , " [ @alt zei zeide ] de vreemde heer , glimlachende in de kalme bewustheid zijner wetenschap .
64-1|Sissy bloosde en stond op .
65-1|" Dus zoudt gij uwe kamer - of uw mans kamer , als gij volwassen waart en een man hadt - beleggen met een tapijt met afbeeldingen van bloemen daarop , niet waar ?
65-2|En waarom dat ? "
66-1|" Als 't u belieft , mijnheer , ik houd [ @alt zoveel zooveel ] van bloemen , " antwoordde het meisje .
67-1|" En daarom zoudt gij er stoelen en tafels op zetten en er [ @alt mensen menschen ] met zware laarzen overheen laten [ @alt lopen loopen ] ? "
68-1|" Dat zou ze geen kwaad doen , mijnheer .
68-2|Zij zouden niet gekneusd worden en er niet van verwelken .
68-3|Zij zouden maar afbeeldingen wezen van iets , dat mooi en aardig is , en ik zou mij verbeelden ... "
69-1|" Ja , ja , ja ! maar gij moet u nooit iets verbeelden , " riep de ondervrager uit , opgetogen dat hij [ @alt zo zoo ] gelukkig op zijn stokpaardje kwam .
69-2|" Dat is het juist ; gij moet u nooit iets verbeelden . "
70-1|" Neen , dat moet gij nooit , Cecilia Jupe , " herhaalde mijnheer Gradgrind met plechtigen ernst , " nooit , niets van [ @alt ~die~dien dien ] aard ! "
71-1|" Het feitelijke , het feitelijk bestaande , " hernam de vreemde heer .
72-1|" Het feitelijk bestaande alleen , " herhaalde mijnheer Gradgrind .
73-1|" Men moet zich in alle opzichten door feiten laten leiden en besturen , " sprak de vreemde heer .
73-2|" Wij hopen , dat de [ @alt regering regeering ] zich eerlang die zaak zal aantrekken en commissarissen benoemen , die het volk zullen dwingen om zich uitsluitend aan het feitelijke te houden .
73-3|Men moet het woord verbeelding geheel afschaffen .
73-4|Niemand heeft iets daarmede te maken .
73-5|Men moet voor geen voorwerp tot gebruik of sieraad iets bezigen , dat strijdig met de werkelijkheid zou zijn .
73-6|In de werkelijkheid loopt men niet over bloemen ; men mag dus niet over bloemen op een tapijt [ @alt lopen loopen ] .
73-7|Men ziet nooit , dat vreemde vogels en vlinders op ons aardewerk komen zitten ; men mag dus geen vreemde vogels en vlinders op ons aardewerk schilderen .
73-8|Men ziet [ @alt gene geene ] viervoetige dieren tegen de muren op- en [ @alt aflopen afloopen ] , en dus moet men [ @alt gene geene ] viervoetige dieren op de muren afbeelden .
73-9|Men moet voor al die dingen , " vervolgde de spreker , " slechts combinatiën en modificatiën van mathematische figuren gebruiken , die gedemonstreerd en bewezen kunnen worden , en ook [ @alt gene geene ] andere kleuren dan de primaire daarbij aanwenden .
73-10|Dit is de nieuwe ontdekking .
73-11|Dit is werkelijke smaak . "
74-1|Het meisje neeg en ging weder zitten .
74-2|Zij was nog zeer jong en zag er uit alsof het feitelijke vooruitzicht , dat de wereld haar aanbood , haar had doen schrikken .
75-1|" Indien nu mijnheer Mac Choakumchild , " hervatte de vreemde heer , " eens beginnen wil met [ @alt ~zijn~zijne zijne ] eerste les hier te geven , mijnheer Gradgrind , dan zal ik , op uw verzoek , zeer gaarne [ @alt ~zijn~zijne zijne ] manier van onderwijzen waarnemen . "
76-1|Mijnheer Gradgrind was zeer verplicht .
77-1|" Mijnheer Mac Choakumchild , wij wachten alleen op u . "
78-1|Mijnheer Mac Choakumchild begon dus [ @alt zo zoo ] goed hij kon .
78-2|Hij en nog in de honderd veertig andere schoolmeesters waren sedert kort tegelijkertijd , in dezelfde inrichting en op dezelfde wijze gedresseerd , men had kunnen zeggen gelijk [ @alt zovele zoovele ] tafel- of stoelpooten op dezelfde draaibank afgedraaid .
78-3|Men had hem [ @alt ene eene ] oneindige verscheidenheid van kunstjes geleerd , en hij had boeken vol hoofdbrekende vragen beantwoord .
78-4|Orthographie , etymologie , syntaxis en prosodie , [ @alt biografie biographie ] , astronomie , [ @alt geografie geographie ] , cosmographie , algebra , het landmeten , de zangkunst en het [ @alt tekenen teekenen ] naar modellen , dat alles kende hij op zijn duimpje .
78-5|Hij had zelfs [ @alt ~de~den den ] room afgeschept der [ @alt hogere hoogere ] takken van mathematische en natuurkundige wetenschappen , op de tabel B van Harer Majesteits Privy Council vermeld , en met het [ @alt Frans Fransch ] , [ @alt Duits Duitsch ] , Latijn en [ @alt Grieks Grieksch ] kennis gemaakt .
78-6|Hij kende de Waterstreken van de [ @alt gehele geheele ] wereld ( wat die dingen dan ook mogen zijn ) door en door , benevens alle geschiedenissen van alle volken , alle namen van alle rivieren en bergen , alle voortbrengselen , zeden en gebruiken van alle landen , en al [ @alt ~hun~hunne hunne ] grenzen en betrekkelijke liggingen ten opzichte van andere landen naar al de twee en dertig streken van het kompas .
78-7|Mijnheer Mac Choakumchild was slechts een weinigje al te geleerd .
78-8|Als hij maar wat minder had geweten , hoe oneindig beter en meer had hij dan kunnen onderwijzen !
79-1|In deze voorbereidende les handelde hij omtrent eveneens als Morgiana in de vertelling van de Veertig Dieven , en keek in al de voor hem gerangschikte kruikjes een voor een , om te zien wat er in was .
79-2|Zeg eens goed , mijnheer Mac Choakumchild : als gij uit uw kokenden voorraad ieder kruikje straks boordevol schenkt , denkt gij dan , dat gij [ @alt ~de~den den ] dief , die er in verscholen zit , de verbeelding , zult hebben gedood - of maar [ @alt enigszins eenigszins ] verminkt en misvormd ? (
80-1|5 )
81-1|( Inhoud )
82-1|III .
83-1|EEN KIJKGAATJE .
84-1|Mijnheer Gradgrind stapte in [ @alt ene eene ] zeer weltevredene stemming van de school naar huis .
84-2|Het was [ @alt ~zijn~zijne zijne ] school , en hij wilde haar tot [ @alt ene eene ] model-school maken .
84-3|Hij wilde , dat ieder kind een model-kind zou wezen , evenals de jeugdige Gradgrind's allen model-kinderen waren .
85-1|Er waren vijf jeugdige Gradgrind's en zij waren ieder hoofd voor hoofd een model-kind .
85-2|Zij hadden van [ @alt ~hun~hunne hunne ] teederste jaren af lessen en verhandelingen moeten [ @alt horen hooren ] - en waren als kleine hazen afgejaagd .
85-3|Bijna [ @alt zodra zoodra ] zij konden [ @alt lopen loopen ] , moesten zij [ @alt ~hun~hunne hunne ] kleine voetjes naar de verhandelzaal richten .
85-4|Het eerste voorwerp , waarvan zij herinnering hadden , was een groot zwart bord , met een uitgedroogden menschenvreter er voor , die er met krijt akelige figuren op [ @alt tekende teekende ] .
86-1|Niet dat zij iets van een menschenvreter wisten - van zulk een onbestaanbaar persoon mochten zij [ @alt ~de~den den ] naam zelfs niet [ @alt horen hooren ] .
86-2|Ik gebruik het woord slechts om een monster aan te duiden , dat een verhandel-kasteel bewoont , een aantal , de hemel weet hoeveel , tot-een-gekneede koppen heeft , en de kindsheid gevangen neemt om haar bij de haren in het sombere hol der wetenschap te slepen .
87-1|Geen kleine Gradgrind had ooit een menschengezicht in de maan gezien ; hij wist reeds wat de maan was eer hij duidelijk spreken kon .
87-2|Geen kleine Gradgrind had ooit het [ @alt onnozele onnoozele ] rijmpje geleerd :
88-1|Flikker , flikker , sterretje klein ,
89-1|Ik ben verbaasd wat gij [ @alt mag moogt ] zijn .
90-1|Hij had nooit [ @alt enige eenige ] verbazing daaromtrent ontwaard , daar hij , toen hij pas vijf jaren oud was , [ @alt ~de~den den ] [ @alt ~groten~grote grooten ] Beer kon ontleden [ @alt zo zoo ] goed als professor Owen .
90-2|Geen kleine Gradgrind had ooit bij het zien [ @alt ener eener ] koe in de weide aan die vermaarde koe gedacht van zeshonderd pond , die omhoog smeet [ @alt ~de~den den ] hond , die wegjoeg de kat , die pakte de rat , die at van het graan , dat lag in het huis van Adriaan - of aan die nog meer vermaarde koe , die Klein Duimpje had opgeslokt .
90-3|Hij had nooit van die dingen gehoord , en [ @alt ene eene ] koe was niet anders aan hem voorgesteld dan als een herkauwend viervoetig dier met verscheidene magen .
91-1|Naar dit bij uitstek feitelijke en prozaïsche huis , dat Stone Lodge genoemd werd , richtte mijnheer Gradgrind nu [ @alt ~zijn~zijne zijne ] schreden .
91-2|Hij had een handel in ijzerwaren gedreven en [ @alt ~die~dien dien ] aan kant gedaan eer hij Stone Lodge bouwde , en zag nu uit naar [ @alt ene eene ] gelegenheid om met [ @alt ~zijn~zijne zijne ] kennis van feiten in het Parlement figuur te maken .
91-3|Stone Lodge lag op [ @alt ene eene ] heide , op een paar mijlen afstands van [ @alt ene eene ] [ @alt grote groote ] stad , die in het laatste zeer getrouwe handboek voor reizigers Coketown genoemd wordt .
92-1|Een zeer regelmatig sieraad van het landschap was Stone Lodge .
92-2|[ @alt Gene Geene ] de minste vermomming verzachtte de prozaïsche feitelijkheid van het gebouw .
92-3|Een groot vierkant huis , met [ @alt ene eene ] overdekte galerij , die de voornaamste vensters verdonkerde , gelijk het zware voorhoofd van [ @alt ~de~den den ] meester diens [ @alt ogen oogen ] overschaduwde .
92-4|Het was een huis , waaraan alles te voren afgemeten , afgeteld , berekend en bewezen was , met zes vensters aan [ @alt de den ] [ @alt ene eenen ] kant van de deur , en zes aan [ @alt ~de~den den ] anderen , in juiste verhouding tot de vensters op zijde en aan [ @alt ~de~den den ] achterkant - met een grasperk , een tuin en [ @alt ene eene ] pas geplante laan , alles met rechte lijnen , gelijk een blad uit een boek van botanische statistiek - met toestellen voor gas en ventilatie en inrichtingen tot aan- en afvoer van water in de beste orde - met ijzeren balken en bouten , brandvrij van onder tot boven , met mechanieke toestellen om de werkmeid met bezems en schuiers naar de vliering te [ @alt hijsen hijschen ] - met alles , in één woord , wat iemands hart kon [ @alt begeren begeeren ] .
93-1|Alles ?
93-2|Dat zou ik denken .
93-3|De kleine Gradgrind's hadden ook kabinetjes voor verschillende vakken van wetenschap .
93-4|Zij hadden een kabinetje met horens en schulpen , een kabinetje met mineralen en metalen ; en al de voorwerpen daarin waren in volmaakte orde gerangschikt , en bij ieder stukje steen en erts lag een papiertje met een naam , die zeer [ @alt moeilijk moeielijk ] was uit te spreken .
93-5|[ @alt Zodat Zoodat ] , om de woorden van een dwaas kindersprookje te bezigen , dat echter nooit tot de kinderkamer van dit huis was doorgedrongen : Indien de ontevredene kleine Gradgrind's nog meer dan dit alles wilden hebben , wat zou er bij mogelijkheid te bedenken geweest zijn , dat de ontevredene kleine Gradgrind's nog meer konden willen hebben ?
94-1|Hun vader stapte zeer welgemoed en voldaan voort .
94-2|Hij was op [ @alt ~zijn~zijne zijne ] manier een liefhebbend vader ; maar als hij zich gedwongen had gezien om [ @alt ene eene ] definitie van zich [ @alt zelf zelven ] te geven ( gelijk Sissy Jupe van een paard ) , zou hij waarschijnlijk gezegd hebben , dat hij een " uitnemend practisch " vader was .
94-3|Hij was zeer ingenomen met de [ @alt frase phrase ] : " uitnemend practisch , " welke hij begreep , dat op hem bijzonder toepasselijk was .
94-4|Bij alle openbare vergaderingen , die te Coketown werden gehouden , om welke reden het ook was , kon men zeker zijn , dat een of ander Coketowner de gelegenheid waarnam om melding te maken van zijn uitnemend practischen vriend , mijnheer Gradgrind , en altijd gevoelde die uitnemend practische vriend zich daardoor gestreeld .
94-5|Hij wist wel , dat men [ @alt ~dezen~deze dezen ] lof aan hem verschuldigd was , maar het was hem toch zeer aangenaam [ @alt ~die~dien dien ] te [ @alt horen hooren ] .
95-1|Hij had nu [ @alt ~de~den den ] neutralen grond in de nabijheid der stad bereikt , die eigenlijk noch tot de (
96-1|6 ) stad noch tot het land behoorde , maar een onbehaaglijk mengelmoes van beide was , toen hem de tonen van muziek in de [ @alt oren ooren ] klonken .
96-2|Het luidruchtig schetterende en dreunende orchest van een paardenspel , dat zich hier in een houten paviljoen had gevestigd , was aan [ @alt ~de~den den ] gang .
96-3|[ @alt Ene Eene ] vlag , die op [ @alt ~de~den den ] top der tent wapperde , verkondigde aan het [ @alt mensdom menschdom ] , dat het de " Rijschool van Sleary " was , die om de gunst van het publiek verzocht .
96-4|Sleary zelf , een zwaarlijvig modern standbeeld met een geldbakje naast zich , stond in [ @alt ene eene ] nis , waarvan de stijl aan een gothiek kerkgebouw was ontleend , om het geld aan te nemen .
96-5|Miss Josephine Sleary , gelijk een zeer lang en smal gedrukt biljet aankondigde , had juist de voorstelling begonnen met haar gracieusen Tyroler bloemendans te paard .
96-6|Onder andere verrukkelijke , maar altijd streng [ @alt morele moreele ] wonderen , welke men zien moest om ze te [ @alt geloven gelooven ] , zou Signor Jupe [ @alt ~die~dien dien ] namiddag de vermakelijke toeren van zijn kunstig gedresseerden hond Merrylegs [ @alt vertonen vertoonen ] , en [ @alt ~zijn~zijne zijne ] verbazende kracht en behendigheid ten toon spreiden door vijf en zeventig gewichten van honderd pond [ @alt zo zoo ] snel achtereenvolgend over zijn hoofd te werpen , dat zij [ @alt ene eene ] fontein van massief ijzer in de lucht vormden , " een kunststuk , nog nooit te voren in dit of [ @alt enig eenig ] ander land beproefd , en dat , daar het steeds met [ @alt zoveel zooveel ] geestdrift door het verrukte publiek wordt toegejuicht , bij elke voorstelling wordt uitgevoerd . "
96-7|Dezelfde Signor Jupe zou de [ @alt gehele geheele ] voorstelling van tijd tot tijd afwisselen en verlevendigen door [ @alt ~zijn~zijne zijne ] echt Shakespeariaansche snakerijen en kwinkslagen .
96-8|Eindelijk zou hij het geheel besluiten door op te treden in [ @alt ~zijn~zijne zijne ] algemeen beroemde rol van mijnheer William Button van Tooley-Street , in de geheel nieuwe en hoogst koddige hippo-comedietta : De kleermaker op reis naar Brentford .
97-1|Thomas Gradgrind sloeg geen acht op deze ellendige nietigheden , maar stapte voort gelijk een practisch man behoorde , en verbande die luidruchtige insecten uit [ @alt ~zijn~zijne zijne ] gedachten , of wel verwees ze naar het huis van correctie .
97-2|Doch [ @alt ene eene ] bocht van [ @alt ~de~den den ] weg voerde hem achter het spel om , en aan [ @alt ~de~den den ] achterkant van het spel was een troep kinderen verzameld , die in verschillende gebogen houdingen door een gaatje of reet de verborgene heerlijkheden van het paardenspel poogden te begluren .
98-1|Dit bracht hem tot stilstaan .
98-2|" Welk [ @alt ene eene ] schande , " riep hij uit , " dat die vagebonden , dat jonge gepeupel uit [ @alt ~mijn~mijne mijne ] model-school houden ! "
