1-1|( Inhoud )
31-2|Sedert de loffelijke instelling , welke het groot publiek zich verhardt Apentuin te noemen , en die door beschaafde lieden Artis , door niemand Diergaarde [ @alt geheten geheeten ] wordt , behoort de Zaak nu reeds tot de antiquiteiten , en heeft de wel wat woorden- en tegenstellingrijke strafrede [ @alt grotendeels grootendeels ] uitgediend .
31-3|Het " hybridisch " stukje Vooruitgang dankt aan dit zijn gebrek zelf , in verband met de wel wat ruwe , maar niet geheel onrechtvaardige tuchtiging , welke daaraan terstond na zijn verschijning in het genoemde maandwerk , van [ @alt ene eene ] scherpe pen te beurt viel , zijn onsterfelijkheid en voor [ @alt ~de~den den ] Schrijver een groot gewicht .
31-4|Het heugt hem als de dag van gisteren , hoe weinig de kastijding , ten dage dat zij uitgedeeld werd , hem smaakte , en met welk [ @alt ene eene ] verontwaardiging hij [ @alt ~zijn~zijne zijne ] pen opnam en aanpuntte en een antwoord schreef en overschreef en - ter zijde legde ...
31-5|" De Heer G. schijnt te hechten aan [ @alt ~de~den den ] steller , wiens stukje hij aldus eert .
31-6|Een wezenlijk talent zoekt zulk een regter " - vond hij ergens geschreven door [ @alt ene eene ] andere pen , waaruit wel nooit iets , dat niet puntig was , is voortgekomen .
32-1|1 Dit was en olie , en zout .
32-2|Beide deden goed .
32-3|Zonder dat woord , hetwelk hier , na vijfentwintig jaren , dankbaar vermeld ( VI ) wordt , ware de Camera Obscura misschien niet , en stellig niet beter , geschreven .
33-1|Dat echter het boek , [ @alt zoals zooals ] het is , in meer dan één opzicht de sporen draagt van [ @alt de den ] [ @alt jeugdige jeugdigen ] leeftijd waarop het is tezamengesteld , ziet de Schrijver zelf nu beter dan menig ander , en hij weet de [ @alt zo zoo ] [ @alt ongemene ongemeene ] gunst , welke het bij [ @alt ~zijn~zijne zijne ] [ @alt landgenoten landgenooten ] steeds gevonden heeft , aan niets anders toe te schrijven dan daaraan , dat het zijner onbekommerde jeugd , hij weet zelf niet hoe , over het algemeen [ @alt enigszins eenigszins ] gelukt moet wezen , met waarheid te schetsen , [ @alt zodat zoodat ] in [ @alt ~zijn~zijne zijne ] kleine [ @alt taferelen tafereelen ] de [ @alt Mens Mensch ] [ @alt ~de~den den ] [ @alt Mens Mensch ] , en de Nederlander zijn Vaderland gevonden heeft ; terwijl de herkenning niet al te pijnlijk was gemaakt door een jong gemoed dat , van boosaardigheid vrij , zijn vaderland en de [ @alt mensen menschen ] liefhad .
33-2|En , ook na vijfentwintig jaren , is dat gemoed niet veranderd .
34-1|Ook in [ @alt ~de~den den ] Vreemde is zijn arbeid niet onopgemerkt gebleven .
34-2|Behalve vertalingen van enkele episoden ( die van Keesje en van de Verguldpartij ) in het Bngelsch in Fraser's en in Chamber's Magazine ( 1854 ) , en in het [ @alt Frans Fransch ] in de Revue des Deux Mondes ( 1856 ) blijkbaar van zeer bekwame hand , en van Gerrit Witse , in het Hoogduitsch in Die Niederlande door Dr. Alb .
34-3|Wild ( 1862 ) , zag [ @alt ene eene ] volledige overzetting van de Camera Obscura , gedeeltelijk onder [ @alt ~de~den den ] titel van : Scènes de la Vie Hollandaise ( 1856 ) , gedeeltelijk onder [ @alt ~die~dien dien ] van Chambre Obscure ( 1860 ) , te Parijs het licht .
34-4|Van deze zegt de Schrijver dit : dat de hem hierdoor wedervaren eer hier en daar nog al zeer verbitterd wordt door blijkbaar misverstand van [ @alt ~zijn~zijne zijne ] bedoeling ; en dat niemand het hem al te kwalijk kan nemen , indien hij aan hoogmoedige gedachten toegeeft , wanneer het blijken mocht , dat het geestigste volk der wereld met zijn werk , in deze vertaling , opheeft .
34-5|Er zijn voorbeelden dat vertalingen van [ @alt tijdgenoten tijdgenooten ] , in latere dagen , tot opheldering van duistere plaatsen in het oorspronkelijke werden te baat genomen .
34-6|Hiertegen echter acht de schrijver zich verplicht de nakomelingschap , met opzicht tot deze vertaling , [ @alt enigszins eenigszins ] te waarschuwen .
34-7|Wat hij b.v. met de " leerwijze van Prinsen " mag bedoeld hebben , zal , indien het ooit duister kon worden , niet veel licht verkrijgen uit [ @alt ene eene ] overzetting met " la doctrine des princes " : en indien er ooit een tijd kon komen , dat een volzin , als waarmede het hier in de laatste plaats voorkomende (
35-1|VII ) stukje aanvangt , niet terstond begrepen werd : nooit voorzeker zal hij begrepen worden , indien men opheldering zoekt bij de volgende vrije vertaling : " Le nom de la garde ( Baker ) est une preuve évidente - qu'il ne faut pas avoir d'accès aux étoiles ( ster ) pour faire connaitre le titulaire d'un emploi féminin par excellence " .
35-2|Ik ben benieuwd te weten wat de [ @alt Franse Fransche ] gardes er van gemaakt hebben2 .
36-1|1 October , 1864 .
37-1|H.
38-1|1
39-1|Aan het slot [ @alt ener eener ] [ @alt beoordeling beoordeeling ] van Geel's Onderzoek en [ @alt Fantasie Phantasie ] , geplaatst in De [ @alt algemene algemeene ] Konst- en Letterbode , 1838 , No. 1 .
39-2|Het stuk was [ @alt ondertekend onderteekend ] met een T. Men meende destijds [ @alt zo zoo ] zeker te weten wie de steller was , als nu b.v. wie in Nederland de eerste stuurman is op het schip van staat .
39-3|( Niemand minder dan Thorbecke . )
39-4|↑
40-1|2
41-1|( Zie over deze vertaling de artikelen van Jean Kleyntjes in L'Enseignement des Langues modernes .
41-2|Ie Ann. Livr .
41-3|5 & 6 .
41-4|IIIe Ann. Livr .
41-5|2 Brux .
41-6|1887 , 1889 . )
41-7|Bijv. 1888 .
41-8|↑
42-1|( Inhoud )
43-1|Bijvoegsel , Veertiende Druk ; 1883 .
44-1|Ziedaar het voorbericht der zesde uitgave , in deze veertiende wederom , waar men getoond heeft prijs op te stellen , in zijn geheel afgedrukt .
44-2|In de zevende ( 1871 ) , met [ @alt ~de~den den ] Brief van Hildebrand aan Schipper Rietheuvel , en met het Laatst en weemoedig Bijvoegsel tot de Narede en Opdracht aan [ @alt ~de~den den ] in datzelfde jaar ontvallen Vriend vermeerderd , voegde de Schrijver aan de zeven jaar te voren gedane opgave van blijken van belangstelling in [ @alt ~de~den den ] Vreemde [ @alt ene eene ] [ @alt aantekening aanteekening ] toe van [ @alt de den ] [ @alt volgende volgenden ] inhoud : " Deze opgave kon , bij gelegenheid van [ @alt ~de~den den ] tegenwoordigen , zevenden druk , nog vrij wat vermeerderd worden , daar ik dankbaar erkennen moet dat alle [ @alt Duitse Duitsche ] landen , Brunswijk , Saksen , Pruisen , Oostenrijk , om strijd van [ @alt ~hun~hunne hunne ] belangstelling hebben doen blijken .
44-3|Ik bespaar het echter tot [ @alt ~de~den den ] achtsten .
44-4|Voor [ @alt ~mijn~mijne mijne ] eigenliefde is het op dit [ @alt ogenblik oogenblik ] meer dan genoeg hier aan te stippen , dat de [ @alt Duitsers Duitschers ] nu laatstelijk begonnen hebben ook [ @alt ~hun~hunne hunne ] reisherinnerinqen uit de Camera Obscura te putten .
44-5|( Zie Im Neuen Reich 1871 , N ° .
44-6|18 ) " 1 .
44-7|Wat echter , volgens deze [ @alt aantekening aanteekening ] , voor de achtste uitgave werd bespaard , werd , ondanks het aangroeien van de stof , ook in die achtste ( 1872 ) , en voorts in alle volgende , teruggehouden , om plaats te maken voor [ @alt ene eene ] verklaring , welke thans aldus zou kunnen [ @alt ~luiden~lieden~luide luiden ] : " Wat er ook streelends moge zijn in de eer zich , met beter of slechter gevolg , in het [ @alt Frans Fransch ] , het [ @alt Engels Engelsch ] , het Hoogduitsch , het [ @alt Italiaans Italiaansch ] , en wellicht ook in 't [ @alt Deens Deensch ] en [ @alt Zweeds Zweedsch ] vertolkt te zien , en lezers te vinden tot in het verre Japan : voor het hart van [ @alt ~de~den den ] Schrijver der Camera Obscura heeft het weinig te [ @alt betekenen beteekenen ] bij de zoete ondervinding der duurzame genegenheid van eigen land- en taalgenoot"2 .
45-1|Wat betreft de in de voorrede van 1864 uitgedrukte [ @alt mening meening ] omtrent het nog niet bereikt zijn van het noodpeil voor ophelderende [ @alt aantekeningen aanteekeningen ] : zij bleef bij volgende uitgaven nog steeds dezelfde , en " zijn gevoel van kieschheid tegenover de geleerden der toekomst werd bij [ @alt ~de~den den ] Schrijver nog altijd niet overwonnen . "
45-2|In [ @alt de den ] [ @alt laatste laatsten ] tijd echter , wordt hij mondeling en schriftelijk , door geleerden en ongeleerden , met [ @alt zovele zoovele ] vragen bestormd , dat hij in dit opzicht een ander begrip begint te krijgen van zijn plicht , en er ernstig aan begint te denken , in de meer en meer " dringende behoefte " [ @alt enigszins eenigszins ] , in [ @alt ~de~den den ] een of anderen vorm , te gaan voorzien .
46-1|[ @alt Intussen Intusschen ] zou het hem niet mogelijk zijn deze , nu veertiende uitgave van zijn werk in het licht te zenden , zonder dat zij de openlijke betuiging bevatte zijner erkentelijkheid aan zijn vriend Johannes Dyserinck .
47-1|Een belangstellender en oplettender lezer dan [ @alt ~dezen~deze dezen ] , beide in [ @alt oosterse oostersche ] en [ @alt vaderlandse vaderlandsche ] letteren , [ @alt zo zoo ] zeer ervaren landgenoot , heeft onder [ @alt ~haar~hare hare ] duizenden de Camera Obscura niet gevonden .
47-2|[ @alt ~Haar~Hare Hare ] dertiende uitgave ( 1880 ) gaf hem aanleiding tot het schrijven dier voortreffelijke [ @alt monografie monographie ] , welke , eerst in De Gids verschenen , later in " vermeerderden herdruk " afzonderlijk uitgegeven is3 .
47-3|In dit keurig opstel worden het leven en de (
48-1|IX ) lotgevallen , [ @alt zo zoo ] in [ @alt ~de~den den ] Vreemde als in het Vaderland , van het nu meer dan veertigjarig boek beknoptelijk , maar vollediglijk , verhaald , en heeft de vriendelijke ingenomenheid van [ @alt de den ] [ @alt geachte geachten ] letterkundige , in verband met vroegere en latere [ @alt oordelen oordeelen ] en beschouwingen van anderen , [ @alt ene eene ] hartelijke en door [ @alt ~de~den den ] Schrijver der Camera Obscura hooggewaardeerde uitdrukking gevonden .
49-1|Maar wat bij dit alles voor [ @alt ~die~dien dien ] Schrijver een zeer groot gewicht hebben moest , waren de hier geleverde bewijzen der allerbijzonderste oplettendheid door [ @alt ~de~den den ] heer Dyserinck aan de onderlinge vergelijking der elkander opgevolgde uitgaven gewijd , aan welke nog de zin-storende of zin-veranderende drukfouten welke van tijd tot tijd in [ @alt ~de~den den ] tekst waren ingeslopen , noch de niet onbelangrijke uitlatingen , welke daarin van [ @alt lieverlee lieverlede ] hadden plaats gehad en door de onoplettendheid der correctie van de [ @alt ene eene ] uitgave in de andere waren overgegaan , waren ontsnapt , noch ook de kleine , maar opzettelijke verbeteringen , door [ @alt ~de~den den ] Schrijver gaandeweg in de redactie aangebracht .
49-2|Dit heeft bij [ @alt ~dezen~deze dezen ] de uitwerking gehad , dat hij zich voelde aangespoord in elk dezer opzichten dubbel werk te maken van [ @alt ~de~den den ] toen reeds in uitzicht zijnden , thans in 't licht verschijnenden , veertienden druk , en zich daarbij van de hoog te [ @alt waarderen waardeeren ] hulp van zijn vriend Dyserinck te verzekeren .
49-3|Zij is hem rijkelijk te beurt gevallen en , met een goed geweten , als die overtuigd is , in [ @alt ~dezen~deze dezen ] niets bereikbaars verzuimd te hebben , meende hij dan ook ditmaal het " met zorg herziene " op [ @alt ~de~den den ] titel te mogen stellen .
49-4|Bij de zuivering der drukproeven , is van elk der opstellen nu weder de eerste druk tot grondslag gelegd , al het gaandeweg verdwenene , voor [ @alt zo zoo ] veel het niet opzettelijk geschrapt of opgeofferd was , aan [ @alt ~zijn~zijne zijne ] vroegere plaats hersteld , en zijn tal van ( niet slechts druk- ) fouten weggenomen , menige gebrekkige of min gelukkige uitdrukking door een juistere en betere , maar vooral een goede hoeveelheid onduitsche woorden door [ @alt vaderlandse vaderlandsche ] taal vervangen .
50-1|Het zal [ @alt ~de~den den ] Schrijver niet dan aangenaam wezen , indien de wijzigingen , die de vrucht van deze ernstige herziening zijn , door (
51-1|X ) hen , die alleen deze uitgave in handen nemen , bij het lezen onopgemerkt blijven en zelfs niet worden vermoed ; maar die het der moeite waardig mocht achten haar met de vorige te vergelijken , zal ze , [ @alt zo zoo ] hij hoopt , niet onbelangrijk vinden en aan het meerendeel [ @alt ~zijn~zijne zijne ] goedkeuring niet onthouden .
52-1|1 November , 1883 .
52-2|H.
53-1|1
54-1|Zie tot nadere toelichting van dit merkwaardig verschijnsel : Jons .
54-2|Dyserinck , Hildebrands Camera Obscura .
54-3|Middelburg , 1882 , bl .
54-4|40 .
54-5|↑
55-1|2
56-1|( Van een hem ten jare 1885 beleefdelijk te kennen gegeven voornemen [ @alt ener eener ] gedeeltelijke vertaling in het Volapük schijnt niet gekomen te zijn .
56-2|Ook heeft de S. haar , voor [ @alt zoveel zooveel ] in hem was , verbeden . )
56-3|Bijv. 1888 .
56-4|( Toch verscheen dit jaar [ @alt ene eene ] vertolking van " Een oude Kennis " in die z.g. wereldtaal .
56-5|( Arnhem , de Muinck & Co. ) ) Bijt .
56-6|1891 .
56-7|↑
57-1|3
58-1|Hildebrands Camera Obscura door Johs .
58-2|Dyserinck .
58-3|Vermeerderde (IX)herdruk uit " de Gids " van Dec.
58-4|1881. Middelburg , J. C. en W. Altorffer .
58-5|1882. ↑
59-1|( Inhoud )
59-2|[ @alt Zomin Zoomin ] als bij de elkander schielijk opgevolgde 15de , 16de , 17de , 18de en 19de , heeft de Schrijver , bij deze 20ste uitgave , aan het bovenstaande iets toe te voegen dan de verzekering , dat hij ook voor haar [ @alt ~zijn~zijne zijne ] beste zorgen heeft overgehad ; en de herinnering , dat aan de reeds bij het schrijven der Voorrede voor de 6de gevoelde en sedert steeds " dringender " gebleken " behoefte " , in het najaar van 1887 , door zijn " na vijftig jaar , [ @alt Nodige Noodige ] en overbodige Opheldering van de Camera Obscura " , naar vermogen voldaan is .
59-3|Een tweede , geheel herziene druk zag daarvan in het voorjaar van 1888 het licht .
59-4|( Haarlem , De Erven F. Bohn . )
60-1|1 Juli , 1900 .
61-1|(
62-1|XI )
63-1|( Inhoud )
64-1|Inhoud .
65-1|Jongens .
65-2|1
66-1|Kinderrampen .
66-2|5
67-1|Een Beestenspel .
67-2|13
68-1|Een onaangenaam [ @alt mens mensch ] in [ @alt ~de~den den ] Haarlemmerhout .
68-2|19
69-1|Humoristen .
69-2|33
70-1|Familie Stastok .
70-2|36 De Aankomst .
70-3|36
71-1|De Ontvangst .
71-2|38
72-1|Hildebrand ziet de stad , en Pieter verstout zich pot te spelen .
72-2|42
73-1|Het Diakenhuismannetje vertelt zijn historie .
73-2|49
74-1|Er komen [ @alt mensen menschen ] op een kopje thee , om verder het avondje te [ @alt passeren passeeren ] .
74-2|57
75-1|Pieter is waaratje verliefd , en hoe wij uit spelevaren gaan .
75-2|71
76-1|Varen en Rijden .
76-2|88
77-1|Genoegens smaken .
77-2|98
78-1|Een Oude Kennis .
78-2|103 Hoe warm het was , en hoe ver .
78-3|108
79-1|Hoe aardig het was .
79-2|110
80-1|Hoe voortreffelijk zij was .
80-2|115
81-1|Verre vrienden .
81-2|120
82-1|Narede , en Opdracht aan een vriend .
82-2|129 Eerste uitgave .
82-3|129
83-1|Tweede uitgave .
83-2|131
84-1|De Familie Kegge .
84-2|135 Een treurige inleiding .
84-3|135
85-1|Kennismaking met [ @alt mensen menschen ] en dieren .
85-2|139
86-1|Een juffertje en een mijnheer .
86-2|150
87-1|Vaderangsten en kinderliefde .
87-2|156
88-1|Om te bewijzen dat eenvoudige genoegens ook genoegens zijn , en voorts iets droevigs .
88-2|165
89-1|De Grootmoeder .
89-2|173
90-1|Een Concert .
90-2|177
91-1|Ochtendbezoek en Avondwandeling .
91-2|188
92-1|Een hoofdstuk , waarmee de auteur ijselijk verlegen is , omdat hij er zelf de mooie rol in speelt , iets dat hij wel weet dat hem in 't geheel niet past , maar dat hij voor ditmaal niet helpen kan .
92-2|195
93-1|Het Hofje .
93-2|De heer van der [ @alt ~Hoge~Hogen Hoogen ] af .
93-3|201
94-1|Een [ @alt grote groote ] Hans en Adellijke Heer .
94-2|Besluit .
94-3|209
95-1|'s Winters buiten .
95-2|214 ( XII )
96-1|Gerrit Witse .
96-2|227 Studentenangst .
96-3|227
97-1|Oudervreugd .
97-2|233
98-1|Meisjeskwelling .
98-2|237
99-1|Vrienden-hartelijkheid .
99-2|244
100-1|Dokters lief en leed .
100-2|260
101-1|Bijvoegsel der Derde Uitgave tot de Narede en Opdracht aan een Vriend .
101-2|267
102-1|Laatste Bijvoegsel .
102-2|269
103-1|Verspreide stukken van Hildebrand .
104-1|De Gids , Jaargang 1837 , 1838 .
104-2|Proza en Poezy , Verspr .
104-3|Opstellen en Verzen .
104-4|Haarl .
104-5|1840 .
105-1|Vooruitgang .
105-2|273
106-1|Het Water .
106-2|279
107-1|Begraven .
107-2|284
108-1|[ @alt Ene Eene ] Tentoonstelling van Schilderijen .
108-2|292
109-1|De Wind .
109-2|302
110-1|Souvenirs d'un Voyage à Paris , par J. Kneppelhout .
110-2|Leyde , 1139 .
111-1|Antwoord op een brief uit Parijs .
111-2|305
112-1|Leeskabinet , Jaarg .
112-2|1811 ( De Patrijzen . )
113-1|Teun de Jager .
113-2|308
114-1|De Nederlanden .
114-2|Karakterschetsen enz. , 's Gravenhage , Nederl. [ @alt Maats Maatsch ] . van [ @alt Schone Schoone ] Kunsten .
114-3|1841 - 1842 .
115-1|De Veerschipper .
115-2|320
116-1|De Schippersknecht .
116-2|323
117-1|De Barbier .
117-2|326
118-1|De Huurkoetsier .
118-2|329
119-1|Het Noordbrabantsche Meisje .
119-2|332
120-1|De [ @alt Limburgse Limburgsche ] Voerman .
120-2|335
121-1|De Markensche [ @alt Visser Visscher ] .
121-2|338
122-1|De Jager en de Polsdrager .
122-2|341
123-1|De [ @alt Leidse Leidsche ] Peuëraar .
123-2|344
124-1|De [ @alt Noordhollandse Noordhollandsche ] Boerin .
124-2|347
125-1|De [ @alt Noordhollandse Noordhollandsche ] Boer .
125-2|350
126-1|Ook het volgende stukje was voor De Nederlanden bestemd en reeds in handen der redactie , toen het werk gestaakt werd , en de Maatschappij van [ @alt Schone Schoone ] Kunsten ophield te bestaan .
126-2|Het verschijnt dus te dezer plaatse ( 1854 ) voor het eerst in druk , om het dozijn schetsjes vol te maken .
127-1|De Baker .
127-2|353
128-1|[ @alt Hollandse Hollandsche ] Illustratie 1865/1866 .
129-1|Brief van Hildebrand aan Schipper Rietheuvel .
129-2|356
130-1|( 1 )
131-1|Camera Obscura .
132-1|( Inhoud )
133-1|Jongens .
134-1|Hoe zalig , als de jongenskiel
135-1|Nog om de schouders glijdt !
136-1|Dan is het hemel in de ziel ,
137-1|En alles even blijd .
138-1|Een hout geweer , een blikken zwaard
139-1|Verrukken 's knapen borst ,
140-1|Een hoepel en een hobbelpaard ,
141-1|Dat draagt hem als een vorst .
142-1|Voor u de geur van 't rozenbed
143-1|En Filomele's zang !
144-1|Hij speelt kastie , dat 's andre pret !
145-1|Met rozen op de wang .
146-1|Niets , niets ter wereld doet hem aan
147-1|Of baart hem ongemak ,
148-1|Dan stuiters die te water gaan ,
149-1|Of ballen over 't dak .
150-1|[ @alt Fris Frisch ] op maar , jongen ! vroeg en spa ,
151-1|[ @alt ~De~Den Den ] lieven [ @alt ~lange~langen langen ] dag !
152-1|Loop over 't veld kapellen na ,
153-1|[ @alt Zo Zoo ] lang het duren mag
154-1|Haast zult ge op school gekortwiekt zijn ;
155-1|Uw vreugd loopt snel naar 't end ;
156-1|Haast krijgt gij Bröder tot uw pijn ,
157-1|En Weytingh tot torment .
158-1|Het oorspronkelijke is een lief versje van Hölty , die er wel meer lieve gemaakt heeft , waarvan het alleen jammer is , dat zij jeugdige dichters tot zeer onhollandsche vertalingen verleiden ; ik althans heb er van dit zelfde versje nog een liggen , die beter onder een Neurenburger legprent " Knabenspiele " zou passen , dan onder de voorstelling van een hoop aardige [ @alt Hollandse Hollandsche ] jongens .
158-2|En wezenlijk , de [ @alt Hollandse Hollandsche ] jongens zijn een aardig slag .
158-3|Ik zeg dit niet met achterstelling , veel min verachting , van de [ @alt Duitse Duitsche ] , of [ @alt Franse Fransche ] , of [ @alt Engelse Engelsche ] knapen , aangezien ik het genoegen niet heb andere dan [ @alt Hollandse Hollandsche ] te ( 2)kennen .
